Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=PUMA	Option=No	Option=Not Available	Option=Yes	source_count	source_weight	sampling_probability
200-300%	Single-Family Attached	PA, 02802	1	0	0	78	2159	1.46256e-05
200-300%	Single-Family Detached	PA, 02802	1	0	0	224	5655	3.67661e-05
300-400%	Mobile Home	PA, 02802	0.999395	0	0.000605302	1700	183	8.69772e-07
300-400%	Multi-Family with 2 - 4 Units	PA, 02802	1	0	0	18	504	3.0851e-06
300-400%	Multi-Family with 5+ Units	PA, 02802	1	0	0	43	1309	8.76689e-06
300-400%	Single-Family Attached	PA, 02802	1	0	0	104	2691	1.48749e-05
300-400%	Single-Family Detached	PA, 02802	1	0	0	203	4774	3.74575e-05
400%+	Mobile Home	PA, 02802	0.998445	0	0.00155456	2123	95	9.02873e-07
400%+	Multi-Family with 2 - 4 Units	PA, 02802	1	0	0	32	867	5.48847e-06
400%+	Multi-Family with 5+ Units	PA, 02802	1	0	0	77	1966	1.65754e-05
400%+	Single-Family Attached	PA, 02802	1	0	0	231	5808	4.84463e-05
400%+	Single-Family Detached	PA, 02802	0.998277	0	0.0017234	960	23210	0.000166287
Not Available	Mobile Home	PA, 02802	0	1	0	3132	194	1.40846e-06
Not Available	Multi-Family with 2 - 4 Units	PA, 02802	0	1	0	2225	108	7.84091e-07
Not Available	Multi-Family with 5+ Units	PA, 02802	0	1	0	1765	262	1.90215e-06
Not Available	Single-Family Attached	PA, 02802	0	1	0	2891	251	1.82229e-06
Not Available	Single-Family Detached	PA, 02802	0	1	0	30	1499	1.08829e-05
0-100%	Mobile Home	PA, 02803	0.997786	0	0.00221447	1891	0	1.0987e-07
0-100%	Multi-Family with 2 - 4 Units	PA, 02803	1	0	0	63	2314	1.62797e-05
0-100%	Multi-Family with 5+ Units	PA, 02803	1	0	0	66	2307	1.77249e-05
0-100%	Single-Family Attached	PA, 02803	0.978998	0	0.0210016	92	3095	1.90583e-05
0-100%	Single-Family Detached	PA, 02803	1	0	0	35	1051	6.99763e-06
100-150%	Mobile Home	PA, 02803	0.997855	0	0.00214467	1719	31	8.6187e-08
100-150%	Multi-Family with 2 - 4 Units	PA, 02803	1	0	0	27	929	9.77126e-06
100-150%	Multi-Family with 5+ Units	PA, 02803	0.987654	0	0.0123457	47	1296	1.02125e-05
100-150%	Single-Family Attached	PA, 02803	1	0	0	78	2715	1.65642e-05
100-150%	Single-Family Detached	PA, 02803	0.974849	0	0.0251509	42	994	6.62762e-06
150-200%	Mobile Home	PA, 02803	0.997652	0	0.00234805	1722	7	6.67614e-08
150-200%	Multi-Family with 2 - 4 Units	PA, 02803	1	0	0	38	882	6.98091e-06
150-200%	Multi-Family with 5+ Units	PA, 02803	1	0	0	42	1405	7.40615e-06
150-200%	Single-Family Attached	PA, 02803	1	0	0	69	2241	1.3798e-05
150-200%	Single-Family Detached	PA, 02803	1	0	0	28	639	6.04207e-06
200-300%	Mobile Home	PA, 02803	0.995391	0	0.00460907	2824	73	1.2839e-07
200-300%	Multi-Family with 2 - 4 Units	PA, 02803	1	0	0	49	1737	1.0059e-05
200-300%	Multi-Family with 5+ Units	PA, 02803	1	0	0	48	1501	1.21039e-05
200-300%	Single-Family Attached	PA, 02803	0.991099	0	0.00890117	121	3258	2.29576e-05
200-300%	Single-Family Detached	PA, 02803	1	0	0	61	1318	1.18423e-05
300-400%	Mobile Home	PA, 02803	0.999395	0	0.000605302	1700	0	1.07646e-07
300-400%	Multi-Family with 2 - 4 Units	PA, 02803	1	0	0	23	730	6.16919e-06
300-400%	Multi-Family with 5+ Units	PA, 02803	1	0	0	28	872	8.08346e-06
300-400%	Single-Family Attached	PA, 02803	1	0	0	69	1760	1.58118e-05
300-400%	Single-Family Detached	PA, 02803	0.979101	0	0.0208993	71	1579	9.95755e-06
400%+	Mobile Home	PA, 02803	0.998445	0	0.00155456	2123	11	2.28451e-07
400%+	Multi-Family with 2 - 4 Units	PA, 02803	1	0	0	34	1138	8.40508e-06
400%+	Multi-Family with 5+ Units	PA, 02803	1	0	0	59	1730	1.24363e-05
400%+	Single-Family Attached	PA, 02803	1	0	0	137	3372	3.44584e-05
400%+	Single-Family Detached	PA, 02803	1	0	0	148	3260	2.4486e-05
Not Available	Mobile Home	PA, 02803	0	1	0	3132	0	1.82806e-07
Not Available	Multi-Family with 2 - 4 Units	PA, 02803	0	1	0	24	864	6.44535e-06
Not Available	Multi-Family with 5+ Units	PA, 02803	0	1	0	23	943	7.0347e-06
Not Available	Single-Family Attached	PA, 02803	0	1	0	36	1383	1.03171e-05
Not Available	Single-Family Detached	PA, 02803	0	1	0	10	389	2.90191e-06
0-100%	Mobile Home	PA, 02901	0.997786	0	0.00221447	1891	0	2.56892e-07
0-100%	Multi-Family with 2 - 4 Units	PA, 02901	1	0	0	32	1004	7.98306e-06
0-100%	Multi-Family with 5+ Units	PA, 02901	1	0	0	79	1948	1.79897e-05
0-100%	Single-Family Attached	PA, 02901	0.972807	0	0.0271934	67	1949	1.27737e-05
0-100%	Single-Family Detached	PA, 02901	1	0	0	56	1370	1.01861e-05
100-150%	Mobile Home	PA, 02901	0.997855	0	0.00214467	1719	73	2.34559e-07
100-150%	Multi-Family with 2 - 4 Units	PA, 02901	1	0	0	25	671	5.90157e-06
100-150%	Multi-Family with 5+ Units	PA, 02901	1	0	0	70	1873	1.20535e-05
100-150%	Single-Family Attached	PA, 02901	1	0	0	43	1145	8.43509e-06
100-150%	Single-Family Detached	PA, 02901	1	0	0	60	1677	1.23695e-05
150-200%	Mobile Home	PA, 02901	0.997652	0	0.00234805	1722	15	2.07808e-07
150-200%	Multi-Family with 2 - 4 Units	PA, 02901	1	0	0	26	670	6.30885e-06
150-200%	Multi-Family with 5+ Units	PA, 02901	1	0	0	37	959	7.26293e-06
150-200%	Single-Family Attached	PA, 02901	1	0	0	47	1256	9.40995e-06
150-200%	Single-Family Detached	PA, 02901	1	0	0	79	1660	1.40337e-05
200-300%	Mobile Home	PA, 02901	0.995391	0	0.00460907	2824	46	3.67171e-07
200-300%	Multi-Family with 2 - 4 Units	PA, 02901	1	0	0	59	2103	1.11873e-05
200-300%	Multi-Family with 5+ Units	PA, 02901	1	0	0	60	1678	1.11395e-05
200-300%	Single-Family Attached	PA, 02901	1	0	0	125	3106	1.99192e-05
200-300%	Single-Family Detached	PA, 02901	1	0	0	191	4558	3.427e-05
300-400%	Mobile Home	PA, 02901	0.999395	0	0.000605302	1700	0	2.4604e-07
300-400%	Multi-Family with 2 - 4 Units	PA, 02901	1	0	0	26	638	7.46638e-06
300-400%	Multi-Family with 5+ Units	PA, 02901	1	0	0	37	978	7.22653e-06
300-400%	Single-Family Attached	PA, 02901	1	0	0	101	2165	1.76605e-05
300-400%	Single-Family Detached	PA, 02901	1	0	0	229	5165	3.54606e-05
400%+	Mobile Home	PA, 02901	0.998445	0	0.00155456	2123	60	3.53623e-07
400%+	Multi-Family with 2 - 4 Units	PA, 02901	1	0	0	56	1609	1.08259e-05
400%+	Multi-Family with 5+ Units	PA, 02901	1	0	0	86	2090	1.50054e-05
400%+	Single-Family Attached	PA, 02901	0.991727	0	0.00827251	261	6165	4.89249e-05
400%+	Single-Family Detached	PA, 02901	0.994263	0	0.00573655	864	18478	0.000137839
Not Available	Mobile Home	PA, 02901	0	1	0	3132	87	4.18767e-07
Not Available	Multi-Family with 2 - 4 Units	PA, 02901	0	1	0	29	1458	1.08175e-05
Not Available	Multi-Family with 5+ Units	PA, 02901	0	1	0	26	1263	9.37077e-06
Not Available	Single-Family Attached	PA, 02901	0	1	0	34	1601	1.18785e-05
Not Available	Single-Family Detached	PA, 02901	0	1	0	36	1397	1.03649e-05
0-100%	Mobile Home	PA, 02902	1	0	0	10	156	2.19957e-06
0-100%	Multi-Family with 2 - 4 Units	PA, 02902	0.993247	0	0.0067529	3179	162	2.34777e-06
0-100%	Multi-Family with 5+ Units	PA, 02902	1	0	0	16	307	4.43457e-06
0-100%	Single-Family Attached	PA, 02902	1	0	0	18	492	3.12413e-06
0-100%	Single-Family Detached	PA, 02902	1	0	0	80	1619	1.28796e-05
100-150%	Mobile Home	PA, 02902	1	0	0	16	453	2.87616e-06
100-150%	Multi-Family with 2 - 4 Units	PA, 02902	1	0	0	16	458	3.35558e-06
100-150%	Multi-Family with 5+ Units	PA, 02902	0.96	0	0.04	28	700	4.06779e-06
100-150%	Single-Family Attached	PA, 02902	1	0	0	11	259	3.15814e-06
100-150%	Single-Family Detached	PA, 02902	1	0	0	78	1594	1.43308e-05
150-200%	Mobile Home	PA, 02902	1	0	0	15	333	2.37797e-06
150-200%	Multi-Family with 2 - 4 Units	PA, 02902	1	0	0	18	524	3.53201e-06
150-200%	Multi-Family with 5+ Units	PA, 02902	1	0	0	19	472	2.61545e-06
150-200%	Single-Family Attached	PA, 02902	1	0	0	24	591	4.03776e-06
150-200%	Single-Family Detached	PA, 02902	0.920473	0	0.0795269	104	2452	1.75241e-05
200-300%	Mobile Home	PA, 02902	1	0	0	22	441	3.75475e-06
200-300%	Multi-Family with 2 - 4 Units	PA, 02902	1	0	0	40	1116	6.81587e-06
200-300%	Multi-Family with 5+ Units	PA, 02902	0.953775	0	0.046225	25	649	3.58919e-06
200-300%	Single-Family Attached	PA, 02902	1	0	0	73	1669	1.0146e-05
200-300%	Single-Family Detached	PA, 02902	0.980601	0	0.0193995	267	5928	3.91047e-05
300-400%	Mobile Home	PA, 02902	1	0	0	26	614	2.93752e-06
300-400%	Multi-Family with 2 - 4 Units	PA, 02902	1	0	0	19	579	4.27082e-06
300-400%	Multi-Family with 5+ Units	PA, 02902	0.876056	0	0.123944	14	355	2.58349e-06
300-400%	Single-Family Attached	PA, 02902	1	0	0	55	1323	8.59031e-06
300-400%	Single-Family Detached	PA, 02902	0.995499	0	0.00450075	295	5999	4.11242e-05
400%+	Mobile Home	PA, 02902	1	0	0	23	517	4.13784e-06
400%+	Multi-Family with 2 - 4 Units	PA, 02902	1	0	0	33	874	6.68186e-06
400%+	Multi-Family with 5+ Units	PA, 02902	1	0	0	35	1077	8.60064e-06
400%+	Single-Family Attached	PA, 02902	0.98951	0	0.0104895	151	3718	2.95043e-05
400%+	Single-Family Detached	PA, 02902	0.998826	0	0.00117413	1076	22144	0.000164028
Not Available	Mobile Home	PA, 02902	0	1	0	3132	288	2.09457e-06
Not Available	Multi-Family with 2 - 4 Units	PA, 02902	0	1	0	20	672	4.88733e-06
Not Available	Multi-Family with 5+ Units	PA, 02902	0	1	0	1765	353	2.56729e-06
Not Available	Single-Family Attached	PA, 02902	0	1	0	13	655	4.76369e-06
Not Available	Single-Family Detached	PA, 02902	0	1	0	46	1718	1.24947e-05
0-100%	Mobile Home	PA, 03001	0.997786	0	0.00221447	1891	251	1.56245e-06
0-100%	Multi-Family with 2 - 4 Units	PA, 03001	1	0	0	12	241	2.5946e-06
0-100%	Multi-Family with 5+ Units	PA, 03001	1	0	0	23	671	5.71072e-06
0-100%	Single-Family Attached	PA, 03001	1	0	0	18	550	4.77563e-06
0-100%	Single-Family Detached	PA, 03001	1	0	0	45	1080	7.70816e-06
100-150%	Mobile Home	PA, 03001	1	0	0	10	218	1.3928e-06
100-150%	Multi-Family with 2 - 4 Units	PA, 03001	1	0	0	11	198	2.07542e-06
100-150%	Multi-Family with 5+ Units	PA, 03001	1	0	0	20	344	4.1821e-06
100-150%	Single-Family Attached	PA, 03001	1	0	0	20	500	4.07167e-06
100-150%	Single-Family Detached	PA, 03001	1	0	0	38	860	8.78611e-06
150-200%	Mobile Home	PA, 03001	1	0	0	10	203	1.4433e-06
150-200%	Multi-Family with 2 - 4 Units	PA, 03001	1	0	0	16	485	2.38837e-06
150-200%	Multi-Family with 5+ Units	PA, 03001	1	0	0	20	603	2.73082e-06
150-200%	Single-Family Attached	PA, 03001	1	0	0	18	451	4.3677e-06
150-200%	Single-Family Detached	PA, 03001	1	0	0	73	1622	1.18209e-05
200-300%	Mobile Home	PA, 03001	1	0	0	13	256	2.6368e-06
200-300%	Multi-Family with 2 - 4 Units	PA, 03001	1	0	0	22	456	3.74913e-06
200-300%	Multi-Family with 5+ Units	PA, 03001	1	0	0	25	464	4.06145e-06
200-300%	Single-Family Attached	PA, 03001	0.988663	0	0.0113365	74	1676	9.60415e-06
200-300%	Single-Family Detached	PA, 03001	1	0	0	167	3695	2.88587e-05
300-400%	Mobile Home	PA, 03001	0.999395	0	0.000605302	1700	118	1.62393e-06
300-400%	Multi-Family with 2 - 4 Units	PA, 03001	1	0	0	16	408	2.6289e-06
300-400%	Multi-Family with 5+ Units	PA, 03001	1	0	0	28	586	3.34293e-06
300-400%	Single-Family Attached	PA, 03001	1	0	0	81	1709	1.01947e-05
300-400%	Single-Family Detached	PA, 03001	1	0	0	199	4497	3.17881e-05
400%+	Mobile Home	PA, 03001	1	0	0	15	551	3.11434e-06
400%+	Multi-Family with 2 - 4 Units	PA, 03001	1	0	0	43	727	5.10499e-06
400%+	Multi-Family with 5+ Units	PA, 03001	1	0	0	46	1053	7.40445e-06
400%+	Single-Family Attached	PA, 03001	1	0	0	246	5050	4.02375e-05
400%+	Single-Family Detached	PA, 03001	0.998422	0	0.001578	1087	22180	0.000161211
Not Available	Mobile Home	PA, 03001	0	1	0	3132	124	9.1417e-07
Not Available	Multi-Family with 2 - 4 Units	PA, 03001	0	1	0	11	337	2.48448e-06
Not Available	Multi-Family with 5+ Units	PA, 03001	0	1	0	1765	417	3.07425e-06
Not Available	Single-Family Attached	PA, 03001	0	1	0	2891	435	3.20696e-06
Not Available	Single-Family Detached	PA, 03001	0	1	0	50	1611	1.18768e-05
0-100%	Mobile Home	PA, 03002	0.997786	0	0.00221447	1891	48	4.52838e-07
0-100%	Multi-Family with 2 - 4 Units	PA, 03002	1	0	0	11	296	2.07819e-06
0-100%	Multi-Family with 5+ Units	PA, 03002	1	0	0	23	687	7.30463e-06
0-100%	Single-Family Attached	PA, 03002	1	0	0	15	386	2.6993e-06
0-100%	Single-Family Detached	PA, 03002	0.917808	0	0.0821918	38	1022	7.9512e-06
100-150%	Mobile Home	PA, 03002	0.997855	0	0.00214467	1719	71	4.92367e-07
100-150%	Multi-Family with 2 - 4 Units	PA, 03002	0.990906	0	0.00909384	2002	216	1.89619e-06
100-150%	Multi-Family with 5+ Units	PA, 03002	1	0	0	27	908	6.24232e-06
100-150%	Single-Family Attached	PA, 03002	1	0	0	11	258	2.76399e-06
100-150%	Single-Family Detached	PA, 03002	0.963918	0	0.0360825	29	776	7.71696e-06
150-200%	Mobile Home	PA, 03002	0.997652	0	0.00234805	1722	49	3.60706e-07
150-200%	Multi-Family with 2 - 4 Units	PA, 03002	0.996576	0	0.00342387	1796	215	1.82074e-06
150-200%	Multi-Family with 5+ Units	PA, 03002	1	0	0	27	698	4.81904e-06
150-200%	Single-Family Attached	PA, 03002	1	0	0	16	383	2.98448e-06
150-200%	Single-Family Detached	PA, 03002	1	0	0	46	1218	8.80121e-06
200-300%	Mobile Home	PA, 03002	0.995391	0	0.00460907	2824	60	7.06728e-07
200-300%	Multi-Family with 2 - 4 Units	PA, 03002	0.997505	0	0.00249475	3076	199	2.51028e-06
200-300%	Multi-Family with 5+ Units	PA, 03002	1	0	0	38	852	8.73783e-06
200-300%	Single-Family Attached	PA, 03002	1	0	0	32	781	7.66275e-06
200-300%	Single-Family Detached	PA, 03002	1	0	0	114	2761	2.16227e-05
300-400%	Mobile Home	PA, 03002	0.999395	0	0.000605302	1700	107	3.56039e-07
300-400%	Multi-Family with 2 - 4 Units	PA, 03002	1	0	0	17	415	1.92032e-06
300-400%	Multi-Family with 5+ Units	PA, 03002	1	0	0	37	1023	7.00208e-06
300-400%	Single-Family Attached	PA, 03002	1	0	0	49	1686	8.74986e-06
300-400%	Single-Family Detached	PA, 03002	1	0	0	161	4067	2.45643e-05
400%+	Mobile Home	PA, 03002	0.998445	0	0.00155456	2123	53	4.44117e-07
400%+	Multi-Family with 2 - 4 Units	PA, 03002	1	0	0	29	763	5.02726e-06
400%+	Multi-Family with 5+ Units	PA, 03002	0.991917	0	0.00808314	96	2598	1.49442e-05
400%+	Single-Family Attached	PA, 03002	1	0	0	218	5553	4.07259e-05
400%+	Single-Family Detached	PA, 03002	0.999303	0	0.000697188	1174	25818	0.000187876
Not Available	Mobile Home	PA, 03002	0	1	0	3132	209	1.51514e-06
Not Available	Multi-Family with 2 - 4 Units	PA, 03002	0	1	0	2225	162	1.17442e-06
Not Available	Multi-Family with 5+ Units	PA, 03002	0	1	0	11	479	3.47252e-06
Not Available	Single-Family Attached	PA, 03002	0	1	0	12	457	3.31302e-06
Not Available	Single-Family Detached	PA, 03002	0	1	0	33	1247	9.04014e-06
0-100%	Mobile Home	PA, 03003	0.997786	0	0.00221447	1891	101	8.72039e-07
0-100%	Multi-Family with 2 - 4 Units	PA, 03003	1	0	0	10	187	1.78325e-06
0-100%	Multi-Family with 5+ Units	PA, 03003	1	0	0	45	1599	1.28288e-05
0-100%	Single-Family Attached	PA, 03003	0.924574	0	0.0754258	16	411	3.88984e-06
0-100%	Single-Family Detached	PA, 03003	0.923077	0	0.0769231	50	1170	1.01467e-05
100-150%	Mobile Home	PA, 03003	0.997855	0	0.00214467	1719	63	9.66441e-07
100-150%	Multi-Family with 2 - 4 Units	PA, 03003	1	0	0	12	353	1.85267e-06
100-150%	Multi-Family with 5+ Units	PA, 03003	1	0	0	40	1110	8.4337e-06
100-150%	Single-Family Attached	PA, 03003	0.991716	0	0.00828351	3071	263	2.75416e-06
100-150%	Single-Family Detached	PA, 03003	1	0	0	50	1422	1.0632e-05
150-200%	Mobile Home	PA, 03003	0.997652	0	0.00234805	1722	183	1.05059e-06
150-200%	Multi-Family with 2 - 4 Units	PA, 03003	0.996576	0	0.00342387	1796	155	1.88694e-06
150-200%	Multi-Family with 5+ Units	PA, 03003	1	0	0	33	1012	7.26825e-06
150-200%	Single-Family Attached	PA, 03003	1	0	0	17	458	3.30445e-06
150-200%	Single-Family Detached	PA, 03003	1	0	0	72	1937	1.22201e-05
200-300%	Mobile Home	PA, 03003	0.995391	0	0.00460907	2824	271	1.92691e-06
200-300%	Multi-Family with 2 - 4 Units	PA, 03003	1	0	0	12	377	3.72466e-06
200-300%	Multi-Family with 5+ Units	PA, 03003	1	0	0	46	1834	1.40255e-05
200-300%	Single-Family Attached	PA, 03003	0.998995	0	0.00100503	42	995	7.14694e-06
200-300%	Single-Family Detached	PA, 03003	1	0	0	198	4860	3.2871e-05
300-400%	Mobile Home	PA, 03003	0.999395	0	0.000605302	1700	254	1.14008e-06
300-400%	Multi-Family with 2 - 4 Units	PA, 03003	1	0	0	19	470	2.49676e-06
300-400%	Multi-Family with 5+ Units	PA, 03003	1	0	0	47	1594	1.10365e-05
300-400%	Single-Family Attached	PA, 03003	1	0	0	42	967	7.08903e-06
300-400%	Single-Family Detached	PA, 03003	1	0	0	207	5038	3.73552e-05
400%+	Mobile Home	PA, 03003	0.998445	0	0.00155456	2123	203	1.95979e-06
400%+	Multi-Family with 2 - 4 Units	PA, 03003	1	0	0	35	710	4.83844e-06
400%+	Multi-Family with 5+ Units	PA, 03003	1	0	0	105	3397	2.40633e-05
400%+	Single-Family Attached	PA, 03003	1	0	0	243	5153	3.65427e-05
400%+	Single-Family Detached	PA, 03003	0.99948	0	0.000519769	1339	28859	0.000215514
Not Available	Mobile Home	PA, 03003	0	1	0	3132	388	2.85706e-06
Not Available	Multi-Family with 2 - 4 Units	PA, 03003	0	1	0	2225	140	1.0309e-06
Not Available	Multi-Family with 5+ Units	PA, 03003	0	1	0	14	805	5.92766e-06
Not Available	Single-Family Attached	PA, 03003	0	1	0	15	774	5.69938e-06
Not Available	Single-Family Detached	PA, 03003	0	1	0	26	1048	7.717e-06
0-100%	Mobile Home	PA, 03004	0.997786	0	0.00221447	1891	270	2.55119e-06
0-100%	Multi-Family with 2 - 4 Units	PA, 03004	1	0	0	10	438	2.91823e-06
0-100%	Multi-Family with 5+ Units	PA, 03004	1	0	0	60	1813	1.58511e-05
0-100%	Single-Family Attached	PA, 03004	1	0	0	22	684	4.54496e-06
0-100%	Single-Family Detached	PA, 03004	1	0	0	69	1710	1.3625e-05
100-150%	Mobile Home	PA, 03004	1	0	0	10	314	1.38273e-06
100-150%	Multi-Family with 2 - 4 Units	PA, 03004	0.956088	0	0.0439122	13	501	3.92876e-06
100-150%	Multi-Family with 5+ Units	PA, 03004	0.977837	0	0.0221625	53	1489	1.1034e-05
100-150%	Single-Family Attached	PA, 03004	0.964942	0	0.0350584	20	599	3.0527e-06
100-150%	Single-Family Detached	PA, 03004	1	0	0	55	1226	1.29766e-05
150-200%	Mobile Home	PA, 03004	0.997652	0	0.00234805	1722	135	9.55744e-07
150-200%	Multi-Family with 2 - 4 Units	PA, 03004	1	0	0	10	291	3.90724e-06
150-200%	Multi-Family with 5+ Units	PA, 03004	1	0	0	51	1568	9.49077e-06
150-200%	Single-Family Attached	PA, 03004	1	0	0	24	507	3.79602e-06
150-200%	Single-Family Detached	PA, 03004	1	0	0	97	2344	1.37735e-05
200-300%	Mobile Home	PA, 03004	0.995391	0	0.00460907	2824	241	1.33346e-06
200-300%	Multi-Family with 2 - 4 Units	PA, 03004	1	0	0	24	848	6.39989e-06
200-300%	Multi-Family with 5+ Units	PA, 03004	0.982867	0	0.0171333	78	2393	1.67908e-05
200-300%	Single-Family Attached	PA, 03004	1	0	0	48	1174	8.8859e-06
200-300%	Single-Family Detached	PA, 03004	0.996386	0	0.00361373	207	4981	3.34385e-05
300-400%	Mobile Home	PA, 03004	0.999395	0	0.000605302	1700	74	9.99682e-07
300-400%	Multi-Family with 2 - 4 Units	PA, 03004	1	0	0	27	778	4.48127e-06
300-400%	Multi-Family with 5+ Units	PA, 03004	1	0	0	68	1777	1.27206e-05
300-400%	Single-Family Attached	PA, 03004	1	0	0	52	1255	8.96484e-06
300-400%	Single-Family Detached	PA, 03004	0.996712	0	0.00328812	213	4866	3.66631e-05
400%+	Mobile Home	PA, 03004	0.998445	0	0.00155456	2123	164	1.64202e-06
400%+	Multi-Family with 2 - 4 Units	PA, 03004	1	0	0	46	1071	7.42323e-06
400%+	Multi-Family with 5+ Units	PA, 03004	0.987517	0	0.012483	131	3685	2.82741e-05
400%+	Single-Family Attached	PA, 03004	1	0	0	233	5472	4.24663e-05
400%+	Single-Family Detached	PA, 03004	0.998445	0	0.00155478	1184	25084	0.000187072
Not Available	Mobile Home	PA, 03004	0	1	0	3132	0	0
Not Available	Multi-Family with 2 - 4 Units	PA, 03004	0	1	0	2225	216	1.59833e-06
Not Available	Multi-Family with 5+ Units	PA, 03004	0	1	0	22	1079	7.98427e-06
Not Available	Single-Family Attached	PA, 03004	0	1	0	2891	114	8.43566e-07
Not Available	Single-Family Detached	PA, 03004	0	1	0	38	1682	1.24463e-05
0-100%	Mobile Home	PA, 03101	0.997786	0	0.00221447	1891	59	3.06637e-07
0-100%	Multi-Family with 2 - 4 Units	PA, 03101	1	0	0	23	614	5.05419e-06
0-100%	Multi-Family with 5+ Units	PA, 03101	1	0	0	32	743	6.26573e-06
0-100%	Single-Family Attached	PA, 03101	1	0	0	35	889	5.92898e-06
0-100%	Single-Family Detached	PA, 03101	0.988036	0	0.0119641	43	1003	8.14554e-06
100-150%	Mobile Home	PA, 03101	0.997855	0	0.00214467	1719	0	3.09426e-07
100-150%	Multi-Family with 2 - 4 Units	PA, 03101	1	0	0	14	312	2.53654e-06
100-150%	Multi-Family with 5+ Units	PA, 03101	1	0	0	27	645	4.32778e-06
100-150%	Single-Family Attached	PA, 03101	1	0	0	24	709	5.06556e-06
100-150%	Single-Family Detached	PA, 03101	1	0	0	40	877	7.64281e-06
150-200%	Mobile Home	PA, 03101	0.997652	0	0.00234805	1722	187	2.93866e-07
150-200%	Multi-Family with 2 - 4 Units	PA, 03101	0.996576	0	0.00342387	1796	122	2.03564e-06
150-200%	Multi-Family with 5+ Units	PA, 03101	1	0	0	18	325	3.79582e-06
150-200%	Single-Family Attached	PA, 03101	1	0	0	25	584	5.21165e-06
150-200%	Single-Family Detached	PA, 03101	1	0	0	53	1053	7.8657e-06
200-300%	Mobile Home	PA, 03101	0.995391	0	0.00460907	2824	61	5.40143e-07
200-300%	Multi-Family with 2 - 4 Units	PA, 03101	1	0	0	29	706	4.68449e-06
200-300%	Multi-Family with 5+ Units	PA, 03101	1	0	0	36	1014	7.39858e-06
200-300%	Single-Family Attached	PA, 03101	1	0	0	93	2195	1.33287e-05
200-300%	Single-Family Detached	PA, 03101	1	0	0	163	3271	2.26613e-05
300-400%	Mobile Home	PA, 03101	0.999395	0	0.000605302	1700	0	3.92357e-07
300-400%	Multi-Family with 2 - 4 Units	PA, 03101	1	0	0	22	563	3.18729e-06
300-400%	Multi-Family with 5+ Units	PA, 03101	1	0	0	35	802	4.85709e-06
300-400%	Single-Family Attached	PA, 03101	1	0	0	88	1958	1.40033e-05
300-400%	Single-Family Detached	PA, 03101	0.996079	0	0.00392054	172	3826	2.7728e-05
400%+	Mobile Home	PA, 03101	0.998445	0	0.00155456	2123	29	6.07833e-07
400%+	Multi-Family with 2 - 4 Units	PA, 03101	1	0	0	29	706	4.54692e-06
400%+	Multi-Family with 5+ Units	PA, 03101	1	0	0	80	1765	1.19611e-05
400%+	Single-Family Attached	PA, 03101	1	0	0	293	6237	4.81425e-05
400%+	Single-Family Detached	PA, 03101	0.998477	0	0.00152256	982	21674	0.000157156
Not Available	Mobile Home	PA, 03101	0	1	0	3132	0	0
Not Available	Multi-Family with 2 - 4 Units	PA, 03101	0	1	0	14	656	4.78384e-06
Not Available	Multi-Family with 5+ Units	PA, 03101	0	1	0	14	549	4.00355e-06
Not Available	Single-Family Attached	PA, 03101	0	1	0	26	934	6.81114e-06
Not Available	Single-Family Detached	PA, 03101	0	1	0	27	980	7.14659e-06
0-100%	Mobile Home	PA, 03102	0.997786	0	0.00221447	1891	78	7.17318e-07
0-100%	Multi-Family with 2 - 4 Units	PA, 03102	1	0	0	13	256	2.55804e-06
0-100%	Multi-Family with 5+ Units	PA, 03102	1	0	0	39	943	8.71962e-06
0-100%	Single-Family Attached	PA, 03102	1	0	0	24	616	4.44744e-06
0-100%	Single-Family Detached	PA, 03102	1	0	0	30	633	4.88926e-06
100-150%	Mobile Home	PA, 03102	0.997855	0	0.00214467	1719	111	1.1839e-06
100-150%	Multi-Family with 2 - 4 Units	PA, 03102	1	0	0	14	275	2.44299e-06
100-150%	Multi-Family with 5+ Units	PA, 03102	1	0	0	48	1056	7.35781e-06
100-150%	Single-Family Attached	PA, 03102	1	0	0	28	730	5.3612e-06
100-150%	Single-Family Detached	PA, 03102	1	0	0	30	611	5.05948e-06
150-200%	Mobile Home	PA, 03102	0.997652	0	0.00234805	1722	92	1.10603e-06
150-200%	Multi-Family with 2 - 4 Units	PA, 03102	1	0	0	16	442	2.98301e-06
150-200%	Multi-Family with 5+ Units	PA, 03102	1	0	0	30	665	4.90708e-06
150-200%	Single-Family Attached	PA, 03102	1	0	0	39	822	5.38098e-06
150-200%	Single-Family Detached	PA, 03102	1	0	0	53	1077	6.92777e-06
200-300%	Mobile Home	PA, 03102	1	0	0	11	216	1.98777e-06
200-300%	Multi-Family with 2 - 4 Units	PA, 03102	0.98679	0	0.01321	32	757	5.9742e-06
200-300%	Multi-Family with 5+ Units	PA, 03102	1	0	0	58	1316	8.8004e-06
200-300%	Single-Family Attached	PA, 03102	0.991779	0	0.0082205	104	2068	1.29442e-05
200-300%	Single-Family Detached	PA, 03102	1	0	0	117	2527	1.76733e-05
300-400%	Mobile Home	PA, 03102	1	0	0	12	304	1.15331e-06
300-400%	Multi-Family with 2 - 4 Units	PA, 03102	1	0	0	35	715	4.02882e-06
