Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=State	Dependency=Tenure	Dependency=Vintage	Option=None	Option=Yes	Option=Void	source_count	source_weight	sampling_probability
300-400%	Single-Family Attached	NV	Not Available	2010s	0	0	1	1.50963	53.5485	0
300-400%	Single-Family Attached	NV	Not Available	<1940	0	0	1	0.447913	14.0771	0
300-400%	Single-Family Attached	NV	Owner	1940s	0.0287073	0.971293	0	2.35385	1.52335	2.796e-07
300-400%	Single-Family Attached	NV	Owner	1950s	0	1	0	3.05129	11.8692	7.10854e-07
300-400%	Single-Family Attached	NV	Owner	1960s	0.00595129	0.994049	0	4.44617	3.80086	1.38854e-06
300-400%	Single-Family Attached	NV	Owner	1970s	0	1	0	1.04616	6.94881	5.25398e-06
300-400%	Single-Family Attached	NV	Owner	1980s	0.0537798	0.94622	0	1.13334	26.2402	5.23638e-06
300-400%	Single-Family Attached	NV	Owner	1990s	0	1	0	1.13334	32.9415	1.01186e-05
300-400%	Single-Family Attached	NV	Owner	2000s	0	1	0	1.74359	34.4841	8.8826e-06
300-400%	Single-Family Attached	NV	Owner	2010s	0.00240944	0.997591	0	7.93335	14.9749	1.58173e-06
300-400%	Single-Family Attached	NV	Owner	<1940	0.0287073	0.971293	0	2.35385	3.93669	2.72928e-07
300-400%	Single-Family Attached	NV	Renter	1940s	0.273205	0.726795	0	0.29019	1.20936	2.78269e-07
300-400%	Single-Family Attached	NV	Renter	1950s	0	1	0	0.376172	9.42274	7.06472e-07
300-400%	Single-Family Attached	NV	Renter	1960s	0.0707566	0.929243	0	0.548136	3.01742	1.06347e-06
300-400%	Single-Family Attached	NV	Renter	1970s	0	1	0	0.128973	5.51651	3.96088e-06
300-400%	Single-Family Attached	NV	Renter	1980s	0.419574	0.580426	0	0.139721	20.8316	3.89121e-06
300-400%	Single-Family Attached	NV	Renter	1990s	0	1	0	0.139721	26.1516	6.06107e-06
300-400%	Single-Family Attached	NV	Renter	2000s	0	1	0	0.214955	27.3762	5.51286e-06
300-400%	Single-Family Attached	NV	Renter	2010s	0.0298029	0.970197	0	0.978047	11.8883	1.1414e-06
300-400%	Single-Family Attached	NV	Renter	<1940	0.273205	0.726795	0	0.29019	3.12525	1.97193e-07
300-400%	Single-Family Attached	NY	Not Available	1940s	0	0	1	0.134348	219.295	0
300-400%	Single-Family Attached	NY	Not Available	1950s	0	0	1	0.155017	360.05	0
300-400%	Single-Family Attached	NY	Not Available	1960s	0	0	1	0.20669	318.287	0
300-400%	Single-Family Attached	NY	Not Available	1970s	0	0	1	0.248028	191.281	0
300-400%	Single-Family Attached	NY	Not Available	1980s	0	0	1	0.144683	517.392	0
300-400%	Single-Family Attached	NY	Not Available	1990s	0	0	1	0.124014	514.156	0
300-400%	Single-Family Attached	NY	Not Available	2000s	0	0	1	0.341038	238.118	0
300-400%	Single-Family Attached	NY	Not Available	2010s	0	0	1	0.217024	228.174	0
300-400%	Single-Family Attached	NY	Not Available	<1940	0	0	1	0.134348	566.707	0
300-400%	Single-Family Attached	NY	Owner	1940s	0.16237	0.83763	0	0.0871199	144.085	2.37964e-05
300-400%	Single-Family Attached	NY	Owner	1950s	0.0496643	0.950336	0	0.100523	236.567	2.72162e-05
300-400%	Single-Family Attached	NY	Owner	1960s	0.0860994	0.913901	0	0.134031	209.127	2.1414e-05
300-400%	Single-Family Attached	NY	Owner	1970s	0.0165265	0.983473	0	0.160837	125.679	2.867e-05
300-400%	Single-Family Attached	NY	Owner	1980s	0.11971	0.88029	0	0.0938215	339.946	3.59207e-05
300-400%	Single-Family Attached	NY	Owner	1990s	0.167606	0.832394	0	0.0804184	337.82	2.7616e-05
300-400%	Single-Family Attached	NY	Owner	2000s	0.0162169	0.983783	0	0.221151	156.453	2.17961e-05
300-400%	Single-Family Attached	NY	Owner	2010s	0	1	0	0.140732	149.919	5.75081e-06
300-400%	Single-Family Attached	NY	Owner	<1940	0.16237	0.83763	0	0.0871199	372.348	6.44142e-05
300-400%	Single-Family Attached	NY	Renter	1940s	0.130912	0.869088	0	0.0237518	7.86836	6.87112e-06
300-400%	Single-Family Attached	NY	Renter	1950s	0.0390248	0.960975	0	0.027406	12.9187	8.39859e-06
300-400%	Single-Family Attached	NY	Renter	1960s	0.0682148	0.931785	0	0.0365413	11.4202	6.59241e-06
300-400%	Single-Family Attached	NY	Renter	1970s	0.0128898	0.98711	0	0.0438495	6.86324	8.92256e-06
300-400%	Single-Family Attached	NY	Renter	1980s	0.0955737	0.904426	0	0.0255789	18.5642	1.14806e-05
300-400%	Single-Family Attached	NY	Renter	1990s	0.135297	0.864703	0	0.0219248	18.4481	8.98128e-06
300-400%	Single-Family Attached	NY	Renter	2000s	0.0126474	0.987353	0	0.0602931	8.54376	7.90502e-06
300-400%	Single-Family Attached	NY	Renter	2010s	0	1	0	0.0383683	8.18698	3.25238e-06
300-400%	Single-Family Attached	NY	Renter	<1940	0.130912	0.869088	0	0.0237518	20.3337	2.29837e-05
300-400%	Single-Family Attached	OH	Not Available	1940s	0	0	1	0.85038	143.631	0
300-400%	Single-Family Attached	OH	Not Available	1950s	0	0	1	0.70865	1.26747e-18	0
300-400%	Single-Family Attached	OH	Not Available	1960s	0	0	1	1.62989	82.7802	0
300-400%	Single-Family Attached	OH	Not Available	1970s	0	0	1	1.91335	174.605	0
300-400%	Single-Family Attached	OH	Not Available	1980s	0	0	1	2.05508	414.567	0
300-400%	Single-Family Attached	OH	Not Available	1990s	0	0	1	2.69287	725.757	0
300-400%	Single-Family Attached	OH	Not Available	2000s	0	0	1	3.40152	370.068	0
300-400%	Single-Family Attached	OH	Not Available	2010s	0	0	1	0.99211	134.844	0
300-400%	Single-Family Attached	OH	Not Available	<1940	0	0	1	0.85038	371.176	0
300-400%	Single-Family Attached	OH	Owner	1940s	0.376866	0.623134	0	0.119825	6.98659	4.33903e-06
300-400%	Single-Family Attached	OH	Owner	1950s	0.344158	0.655842	0	0.0998539	6.1653e-20	6.51554e-06
300-400%	Single-Family Attached	OH	Owner	1960s	0.313461	0.686539	0	0.229664	4.02664	8.2382e-06
300-400%	Single-Family Attached	OH	Owner	1970s	0.355821	0.644179	0	0.269606	8.49326	2.1407e-05
300-400%	Single-Family Attached	OH	Owner	1980s	0.281391	0.718609	0	0.289576	20.1656	2.1612e-05
300-400%	Single-Family Attached	OH	Owner	1990s	0	1	0	0.379445	35.3027	2.90919e-05
300-400%	Single-Family Attached	OH	Owner	2000s	0	1	0	0.479299	18.0011	3.09723e-05
300-400%	Single-Family Attached	OH	Owner	2010s	0	1	0	0.139796	6.55917	5.93543e-06
300-400%	Single-Family Attached	OH	Owner	<1940	0.376866	0.623134	0	0.119825	18.055	1.27643e-05
300-400%	Single-Family Attached	OH	Renter	1940s	0.424475	0.575525	0	0.239355	87.2619	4.05842e-06
300-400%	Single-Family Attached	OH	Renter	1950s	0.390223	0.609777	0	0.199462	7.7004e-19	6.00268e-06
300-400%	Single-Family Attached	OH	Renter	1960s	0.357657	0.642343	0	0.458763	50.2924	5.54163e-06
300-400%	Single-Family Attached	OH	Renter	1970s	0.402489	0.597511	0	0.538548	106.08	1.20344e-05
300-400%	Single-Family Attached	OH	Renter	1980s	0.323194	0.676806	0	0.57844	251.866	1.21479e-05
300-400%	Single-Family Attached	OH	Renter	1990s	0	1	0	0.757956	440.927	1.5651e-05
300-400%	Single-Family Attached	OH	Renter	2000s	0	1	0	0.957418	224.832	1.77531e-05
300-400%	Single-Family Attached	OH	Renter	2010s	0	1	0	0.279247	81.9234	3.2545e-06
300-400%	Single-Family Attached	OH	Renter	<1940	0.424475	0.575525	0	0.239355	225.505	1.44545e-05
300-400%	Single-Family Attached	OK	Not Available	1940s	0	0	1	0.0647987	1.75468e-19	0
300-400%	Single-Family Attached	OK	Not Available	1950s	0	0	1	0.745185	15.0291	0
300-400%	Single-Family Attached	OK	Not Available	1960s	0	0	1	0.959021	6.53149	0
300-400%	Single-Family Attached	OK	Not Available	1970s	0	0	1	0.0971981	15.4885	0
300-400%	Single-Family Attached	OK	Not Available	1980s	0	0	1	0.110158	5.03067	0
300-400%	Single-Family Attached	OK	Not Available	1990s	0	0	1	1.14694	16.8071	0
300-400%	Single-Family Attached	OK	Not Available	2000s	0	0	1	0.123118	8.43148	0
300-400%	Single-Family Attached	OK	Not Available	2010s	0	0	1	0.0842383	3.91733	0
300-400%	Single-Family Attached	OK	Not Available	<1940	0	0	1	0.0647987	1.75468e-19	0
300-400%	Single-Family Attached	OK	Owner	1940s	0.0122604	0.98774	0	1.15342	1.75468e-19	4.23024e-07
300-400%	Single-Family Attached	OK	Owner	1950s	0.00220311	0.997797	0	13.2643	15.0291	7.34345e-07
300-400%	Single-Family Attached	OK	Owner	1960s	0.00221976	0.99778	0	17.0706	6.53149	8.66672e-07
300-400%	Single-Family Attached	OK	Owner	1970s	0.0115948	0.988405	0	1.73013	15.4885	2.43687e-06
300-400%	Single-Family Attached	OK	Owner	1980s	0.00557564	0.994424	0	1.96081	5.03067	2.76917e-06
300-400%	Single-Family Attached	OK	Owner	1990s	0.000837469	0.999163	0	20.4155	16.8071	1.00446e-06
300-400%	Single-Family Attached	OK	Owner	2000s	0	1	0	2.19149	8.43148	1.42749e-06
300-400%	Single-Family Attached	OK	Owner	2010s	0.00334502	0.996655	0	1.49944	3.91733	5.35509e-07
300-400%	Single-Family Attached	OK	Owner	<1940	0.0122604	0.98774	0	1.15342	1.75468e-19	6.08092e-07
300-400%	Single-Family Attached	OK	Renter	1940s	0.0142501	0.98575	0	6.93013e-21	2.96894e-58	6.07888e-07
300-400%	Single-Family Attached	OK	Renter	1950s	0.00256488	0.997435	0	7.96964e-20	2.54294e-38	1.12226e-06
300-400%	Single-Family Attached	OK	Renter	1960s	0.00258426	0.997416	0	1.02566e-19	1.10513e-38	1.64583e-06
300-400%	Single-Family Attached	OK	Renter	1970s	0.0134779	0.986522	0	1.03952e-20	2.62066e-38	3.92572e-06
300-400%	Single-Family Attached	OK	Renter	1980s	0.00648761	0.993512	0	1.17812e-20	8.51194e-39	4.81148e-06
300-400%	Single-Family Attached	OK	Renter	1990s	0.000975208	0.999025	0	1.22663e-19	2.84378e-38	1.86208e-06
300-400%	Single-Family Attached	OK	Renter	2000s	0	1	0	1.31672e-20	1.42661e-38	3.10501e-06
300-400%	Single-Family Attached	OK	Renter	2010s	0.00389357	0.996106	0	9.00916e-21	6.62816e-39	1.72087e-06
300-400%	Single-Family Attached	OK	Renter	<1940	0.0142501	0.98575	0	6.93013e-21	2.96894e-58	8.05681e-07
300-400%	Single-Family Attached	OR	Not Available	1940s	0	0	1	0.873392	31.6279	0
300-400%	Single-Family Attached	OR	Not Available	1950s	0	0	1	13.392	90.4833	0
300-400%	Single-Family Attached	OR	Not Available	1960s	0	0	1	1.674	596.299	0
300-400%	Single-Family Attached	OR	Not Available	1970s	0	0	1	2.69296	266.483	0
300-400%	Single-Family Attached	OR	Not Available	1980s	0	0	1	2.69296	197.35	0
300-400%	Single-Family Attached	OR	Not Available	1990s	0	0	1	1.674	205.939	0
300-400%	Single-Family Attached	OR	Not Available	2000s	0	0	1	1.674	549.195	0
300-400%	Single-Family Attached	OR	Not Available	2010s	0	0	1	0.873392	2.95178e-18	0
300-400%	Single-Family Attached	OR	Not Available	<1940	0	0	1	0.873392	81.7336	0
300-400%	Single-Family Attached	OR	Owner	1940s	0.0903501	0.90965	0	0.148135	2.52735	7.59297e-07
300-400%	Single-Family Attached	OR	Owner	1950s	0.00884579	0.991154	0	2.27141	7.23042	1.05879e-06
300-400%	Single-Family Attached	OR	Owner	1960s	0.0971331	0.902867	0	0.283926	47.6496	1.5759e-06
300-400%	Single-Family Attached	OR	Owner	1970s	0.0345919	0.965408	0	0.45675	21.2943	6.62583e-06
300-400%	Single-Family Attached	OR	Owner	1980s	0.0218212	0.978179	0	0.45675	15.77	3.79521e-06
300-400%	Single-Family Attached	OR	Owner	1990s	0.0836365	0.916363	0	0.283926	16.4564	6.21625e-06
300-400%	Single-Family Attached	OR	Owner	2000s	0.0113665	0.988633	0	0.283926	43.8856	8.82648e-06
300-400%	Single-Family Attached	OR	Owner	2010s	0	1	0	0.148135	2.35873e-19	1.66296e-06
300-400%	Single-Family Attached	OR	Owner	<1940	0.0903501	0.90965	0	0.148135	6.53125	1.21528e-06
300-400%	Single-Family Attached	OR	Renter	1940s	0.393959	0.606041	0	0.2506	16.274	1.35012e-06
300-400%	Single-Family Attached	OR	Renter	1950s	0.0551869	0.944813	0	3.84254	46.5578	1.82781e-06
300-400%	Single-Family Attached	OR	Renter	1960s	0.413182	0.586818	0	0.480317	306.823	2.46636e-06
300-400%	Single-Family Attached	OR	Renter	1970s	0.189961	0.810039	0	0.772684	137.118	8.82385e-06
300-400%	Single-Family Attached	OR	Renter	1980s	0.1274	0.8726	0	0.772684	101.546	4.53766e-06
300-400%	Single-Family Attached	OR	Renter	1990s	0.37396	0.62604	0	0.480317	105.965	7.29776e-06
300-400%	Single-Family Attached	OR	Renter	2000s	0.0699808	0.930019	0	0.480317	282.586	9.88497e-06
300-400%	Single-Family Attached	OR	Renter	2010s	0	1	0	0.2506	1.51882e-18	2.21527e-06
300-400%	Single-Family Attached	OR	Renter	<1940	0.393959	0.606041	0	0.2506	42.0557	2.27095e-06
300-400%	Single-Family Attached	PA	Not Available	1940s	0	0	1	0.811445	1500	0
300-400%	Single-Family Attached	PA	Not Available	1950s	0	0	1	0.270482	707.49	0
300-400%	Single-Family Attached	PA	Not Available	1960s	0	0	1	0.360642	815.378	0
300-400%	Single-Family Attached	PA	Not Available	1970s	0	0	1	0.180321	926.643	0
300-400%	Single-Family Attached	PA	Not Available	1980s	0	0	1	0.631124	718.639	0
300-400%	Single-Family Attached	PA	Not Available	1990s	0	0	1	0.468835	368.112	0
300-400%	Single-Family Attached	PA	Not Available	2000s	0	0	1	0.270482	1138.82	0
300-400%	Single-Family Attached	PA	Not Available	2010s	0	0	1	0.378674	499.3	0
300-400%	Single-Family Attached	PA	Not Available	<1940	0	0	1	0.811445	3876.35	0
300-400%	Single-Family Attached	PA	Owner	1940s	0.0525809	0.947419	0	0.350356	654.096	6.68711e-05
300-400%	Single-Family Attached	PA	Owner	1950s	0.128208	0.871792	0	0.116785	308.51	8.12268e-05
300-400%	Single-Family Attached	PA	Owner	1960s	0.209559	0.790441	0	0.155714	355.556	4.65628e-05
300-400%	Single-Family Attached	PA	Owner	1970s	0	1	0	0.0778568	404.075	4.94464e-05
300-400%	Single-Family Attached	PA	Owner	1980s	0.15742	0.84258	0	0.272499	313.372	5.05983e-05
300-400%	Single-Family Attached	PA	Owner	1990s	0.170761	0.829239	0	0.202428	160.52	5.25727e-05
300-400%	Single-Family Attached	PA	Owner	2000s	0	1	0	0.116785	496.596	4.72689e-05
300-400%	Single-Family Attached	PA	Owner	2010s	0	1	0	0.163499	217.726	1.47415e-05
300-400%	Single-Family Attached	PA	Owner	<1940	0.0525809	0.947419	0	0.350356	1690.33	0.000242943
300-400%	Single-Family Attached	PA	Renter	1940s	0.0589926	0.941007	0	0.148404	173.043	2.44354e-05
300-400%	Single-Family Attached	PA	Renter	1950s	0.142455	0.857545	0	0.0494679	81.6173	2.72851e-05
300-400%	Single-Family Attached	PA	Renter	1960s	0.230457	0.769543	0	0.0659572	94.0634	1.62015e-05
300-400%	Single-Family Attached	PA	Renter	1970s	0	1	0	0.0329786	106.899	1.93638e-05
300-400%	Single-Family Attached	PA	Renter	1980s	0.174264	0.825736	0	0.115425	82.9034	2.00648e-05
300-400%	Single-Family Attached	PA	Renter	1990s	0.188713	0.811287	0	0.0857443	42.4661	2.13025e-05
300-400%	Single-Family Attached	PA	Renter	2000s	0	1	0	0.0494679	131.376	2.35218e-05
300-400%	Single-Family Attached	PA	Renter	2010s	0	1	0	0.069255	57.6001	8.61685e-06
300-400%	Single-Family Attached	PA	Renter	<1940	0.0589926	0.941007	0	0.148404	447.183	9.82212e-05
300-400%	Single-Family Attached	RI	Not Available	1940s	0	0	1	0.465514	5.73154	0
300-400%	Single-Family Attached	RI	Not Available	1950s	0	0	1	2.23126	13.6054	0
300-400%	Single-Family Attached	RI	Not Available	1960s	0	0	1	1.8139	7.72223e-19	0
300-400%	Single-Family Attached	RI	Not Available	1970s	0	0	1	0.304992	7.72223e-19	0
300-400%	Single-Family Attached	RI	Not Available	1980s	0	0	1	0.626036	16.1514	0
300-400%	Single-Family Attached	RI	Not Available	1990s	0	0	1	0.272887	7.72223e-19	0
300-400%	Single-Family Attached	RI	Not Available	2000s	0	0	1	0.369201	37.9561	0
300-400%	Single-Family Attached	RI	Not Available	2010s	0	0	1	0.208679	19.2622	0
300-400%	Single-Family Attached	RI	Not Available	<1940	0	0	1	0.465514	14.8116	0
300-400%	Single-Family Attached	RI	Owner	1940s	0	1	0	2.30655e-20	1.86092e-38	3.67838e-07
300-400%	Single-Family Attached	RI	Owner	1950s	0	1	0	1.10555e-19	4.41741e-38	3.26056e-07
300-400%	Single-Family Attached	RI	Owner	1960s	0	1	0	8.98758e-20	2.50725e-57	3.60412e-07
300-400%	Single-Family Attached	RI	Owner	1970s	0	1	0	1.51119e-20	2.50725e-57	8.76983e-07
300-400%	Single-Family Attached	RI	Owner	1980s	0	1	0	3.10191e-20	5.24403e-38	2.93465e-06
300-400%	Single-Family Attached	RI	Owner	1990s	0	1	0	1.35211e-20	2.50725e-57	1.15819e-06
300-400%	Single-Family Attached	RI	Owner	2000s	0	1	0	1.82933e-20	1.23236e-37	1.5624e-06
300-400%	Single-Family Attached	RI	Owner	2010s	0	1	0	1.03397e-20	6.25404e-38	5.86946e-07
300-400%	Single-Family Attached	RI	Owner	<1940	0	1	0	2.30655e-20	4.80904e-38	1.06992e-06
300-400%	Single-Family Attached	RI	Renter	1940s	0.130586	0.869414	0	0.222637	5.73154	1.95841e-07
300-400%	Single-Family Attached	RI	Renter	1950s	0.0926681	0.907332	0	1.06712	13.6054	1.90632e-07
300-400%	Single-Family Attached	RI	Renter	1960s	0.0622532	0.937747	0	0.867517	7.72223e-19	2.22364e-07
300-400%	Single-Family Attached	RI	Renter	1970s	0.246297	0.753703	0	0.145866	7.72223e-19	5.55066e-07
300-400%	Single-Family Attached	RI	Renter	1980s	0.0935878	0.906412	0	0.299409	16.1514	1.58099e-06
300-400%	Single-Family Attached	RI	Renter	1990s	0.0566133	0.943387	0	0.130511	7.72223e-19	7.27384e-07
300-400%	Single-Family Attached	RI	Renter	2000s	0	1	0	0.176574	37.9561	7.61369e-07
300-400%	Single-Family Attached	RI	Renter	2010s	0	1	0	0.0998028	19.2622	1.66024e-07
300-400%	Single-Family Attached	RI	Renter	<1940	0.130586	0.869414	0	0.222637	14.8116	7.02902e-07
300-400%	Single-Family Attached	SC	Not Available	1940s	0	0	1	4.31853	1.79111e-18	0
300-400%	Single-Family Attached	SC	Not Available	1950s	0	0	1	1.06399	179.06	0
300-400%	Single-Family Attached	SC	Not Available	1960s	0	0	1	1.56469	245.63	0
300-400%	Single-Family Attached	SC	Not Available	1970s	0	0	1	2.44091	204.089	0
300-400%	Single-Family Attached	SC	Not Available	1980s	0	0	1	3.94301	70.2525	0
300-400%	Single-Family Attached	SC	Not Available	1990s	0	0	1	2.87902	359.724	0
300-400%	Single-Family Attached	SC	Not Available	2000s	0	0	1	5.44511	606.982	0
300-400%	Single-Family Attached	SC	Not Available	2010s	0	0	1	2.94161	80.0505	0
300-400%	Single-Family Attached	SC	Not Available	<1940	0	0	1	4.31853	1.79111e-18	0
300-400%	Single-Family Attached	SC	Owner	1940s	0	1	0	1.86658	7.82694e-19	5.55853e-07
300-400%	Single-Family Attached	SC	Owner	1950s	0	1	0	0.459882	78.2471	1.18948e-06
300-400%	Single-Family Attached	SC	Owner	1960s	0	1	0	0.676298	107.338	1.40968e-06
300-400%	Single-Family Attached	SC	Owner	1970s	0	1	0	1.05502	89.1847	4.4214e-06
300-400%	Single-Family Attached	SC	Owner	1980s	0	1	0	1.70427	30.6996	6.62953e-06
300-400%	Single-Family Attached	SC	Owner	1990s	0	1	0	1.24439	157.195	5.0057e-06
300-400%	Single-Family Attached	SC	Owner	2000s	0	1	0	2.35352	265.244	1.68999e-05
300-400%	Single-Family Attached	SC	Owner	2010s	0	1	0	1.27144	34.9812	4.01283e-06
300-400%	Single-Family Attached	SC	Owner	<1940	0	1	0	1.86658	7.82694e-19	5.61111e-07
300-400%	Single-Family Attached	SC	Renter	1940s	0.164026	0.835974	0	0.506686	2.05774e-19	2.98696e-07
300-400%	Single-Family Attached	SC	Renter	1950s	0.205123	0.794877	0	0.124836	20.5715	5.95303e-07
300-400%	Single-Family Attached	SC	Renter	1960s	0.199107	0.800893	0	0.183582	28.2195	8.71715e-07
300-400%	Single-Family Attached	SC	Renter	1970s	0.137505	0.862495	0	0.286388	23.447	2.49722e-06
300-400%	Single-Family Attached	SC	Renter	1980s	0.100548	0.899452	0	0.462627	8.07104	3.92983e-06
300-400%	Single-Family Attached	SC	Renter	1990s	0.0638361	0.936164	0	0.337791	41.3273	3.00979e-06
300-400%	Single-Family Attached	SC	Renter	2000s	0.0480788	0.951921	0	0.638865	69.7338	9.04585e-06
300-400%	Single-Family Attached	SC	Renter	2010s	0	1	0	0.345134	9.19669	2.2724e-06
300-400%	Single-Family Attached	SC	Renter	<1940	0.164026	0.835974	0	0.506686	2.05774e-19	3.53295e-07
300-400%	Single-Family Attached	SD	Not Available	1940s	0	0	1	6.15645	4.6276e-19	0
300-400%	Single-Family Attached	SD	Not Available	1950s	0	0	1	3.53668	4.6276e-19	0
300-400%	Single-Family Attached	SD	Not Available	1960s	0	0	1	3.16555	4.6276e-19	0
300-400%	Single-Family Attached	SD	Not Available	1970s	0	0	1	0.414796	7.96132	0
300-400%	Single-Family Attached	SD	Not Available	1980s	0	0	1	0.502122	9.50265	0
300-400%	Single-Family Attached	SD	Not Available	1990s	0	0	1	0.676773	11.7974	0
300-400%	Single-Family Attached	SD	Not Available	2000s	0	0	1	0.698604	8.98322	0
300-400%	Single-Family Attached	SD	Not Available	2010s	0	0	1	0.63311	35.0766	0
300-400%	Single-Family Attached	SD	Not Available	<1940	0	0	1	6.15645	4.6276e-19	0
300-400%	Single-Family Attached	SD	Owner	1940s	0	1	0	2.92854	2.13699e-19	9.27871e-08
300-400%	Single-Family Attached	SD	Owner	1950s	0	1	0	1.68235	2.13699e-19	3.06788e-07
300-400%	Single-Family Attached	SD	Owner	1960s	0	1	0	1.50581	2.13699e-19	5.18585e-07
300-400%	Single-Family Attached	SD	Owner	1970s	0	1	0	0.197313	3.67648	7.07546e-07
300-400%	Single-Family Attached	SD	Owner	1980s	0	1	0	0.238853	4.38825	6.14927e-07
300-400%	Single-Family Attached	SD	Owner	1990s	0	1	0	0.321932	5.44795	1.13274e-06
300-400%	Single-Family Attached	SD	Owner	2000s	0	1	0	0.332317	4.14838	3.07221e-06
300-400%	Single-Family Attached	SD	Owner	2010s	0	1	0	0.301162	16.1981	2.68005e-06
300-400%	Single-Family Attached	SD	Owner	<1940	0	1	0	2.92854	2.13699e-19	3.98861e-07
300-400%	Single-Family Attached	SD	Renter	1940s	0	1	0	0.591844	4.75191e-20	7.20295e-08
300-400%	Single-Family Attached	SD	Renter	1950s	0	1	0	0.339996	4.75191e-20	1.77816e-07
300-400%	Single-Family Attached	SD	Renter	1960s	0	1	0	0.304317	4.75191e-20	3.4877e-07
300-400%	Single-Family Attached	SD	Renter	1970s	0	1	0	0.039876	0.817518	4.4986e-07
300-400%	Single-Family Attached	SD	Renter	1980s	0	1	0	0.048271	0.975791	6.06315e-07
300-400%	Single-Family Attached	SD	Renter	1990s	0	1	0	0.0650609	1.21143	1.08193e-06
300-400%	Single-Family Attached	SD	Renter	2000s	0	1	0	0.0671597	0.922453	2.35704e-06
300-400%	Single-Family Attached	SD	Renter	2010s	0	1	0	0.0608634	3.60188	1.29538e-06
300-400%	Single-Family Attached	SD	Renter	<1940	0	1	0	0.591844	4.75191e-20	3.16388e-07
300-400%	Single-Family Attached	TN	Not Available	1940s	0	0	1	3.67881	7.08561	0
300-400%	Single-Family Attached	TN	Not Available	1950s	0	0	1	2.13696	36.7838	0
300-400%	Single-Family Attached	TN	Not Available	1960s	0	0	1	3.13781	124.16	0
300-400%	Single-Family Attached	TN	Not Available	1970s	0	0	1	0.297551	181.154	0
300-400%	Single-Family Attached	TN	Not Available	1980s	0	0	1	0.459852	168.297	0
300-400%	Single-Family Attached	TN	Not Available	1990s	0	0	1	0.486902	122.523	0
300-400%	Single-Family Attached	TN	Not Available	2000s	0	0	1	0.405751	117.778	0
300-400%	Single-Family Attached	TN	Not Available	2010s	0	0	1	0.405751	197.585	0
300-400%	Single-Family Attached	TN	Not Available	<1940	0	0	1	3.67881	18.3108	0
300-400%	Single-Family Attached	TN	Owner	1940s	0.000878503	0.999121	0	18.9888	0.89019	1.36355e-06
300-400%	Single-Family Attached	TN	Owner	1950s	0.00147575	0.998524	0	11.0302	4.62128	1.92774e-06
300-400%	Single-Family Attached	TN	Owner	1960s	0.000740793	0.999259	0	16.1963	15.5986	2.81371e-06
300-400%	Single-Family Attached	TN	Owner	1970s	0.00328345	0.996717	0	1.53586	22.759	6.63524e-06
300-400%	Single-Family Attached	TN	Owner	1980s	0.00703477	0.992965	0	2.37359	21.1438	1.1369e-05
300-400%	Single-Family Attached	TN	Owner	1990s	0.00721191	0.992788	0	2.51322	15.393	9.39389e-06
300-400%	Single-Family Attached	TN	Owner	2000s	0.00905155	0.990948	0	2.09435	14.7969	1.72435e-05
300-400%	Single-Family Attached	TN	Owner	2010s	0.00333835	0.996662	0	2.09435	24.8233	5.67641e-06
300-400%	Single-Family Attached	TN	Owner	<1940	0.000878503	0.999121	0	18.9888	2.30046	9.22779e-07
300-400%	Single-Family Attached	TN	Renter	1940s	0	1	0	2.96858	2.95284	9.55816e-07
300-400%	Single-Family Attached	TN	Renter	1950s	0	1	0	1.7244	15.3292	1.40054e-06
300-400%	Single-Family Attached	TN	Renter	1960s	0	1	0	2.53202	51.742	1.60493e-06
300-400%	Single-Family Attached	TN	Renter	1970s	0	1	0	0.240106	75.4935	3.38831e-06
300-400%	Single-Family Attached	TN	Renter	1980s	0	1	0	0.371072	70.1358	6.7269e-06
300-400%	Single-Family Attached	TN	Renter	1990s	0	1	0	0.3929	51.0598	5.10697e-06
300-400%	Single-Family Attached	TN	Renter	2000s	0	1	0	0.327417	49.0825	7.39036e-06
300-400%	Single-Family Attached	TN	Renter	2010s	0	1	0	0.327417	82.3411	4.11305e-06
300-400%	Single-Family Attached	TN	Renter	<1940	0	1	0	2.96858	7.6308	9.6729e-07
300-400%	Single-Family Attached	TX	Not Available	1940s	0	0	1	0.0943061	32.1518	0
300-400%	Single-Family Attached	TX	Not Available	1950s	0	0	1	1.08452	88.5959	0
300-400%	Single-Family Attached	TX	Not Available	1960s	0	0	1	1.39573	53.875	0
300-400%	Single-Family Attached	TX	Not Available	1970s	0	0	1	0.0943061	205.179	0
300-400%	Single-Family Attached	TX	Not Available	1980s	0	0	1	0.16032	160.432	0
300-400%	Single-Family Attached	TX	Not Available	1990s	0	0	1	1.66922	47.3238	0
300-400%	Single-Family Attached	TX	Not Available	2000s	0	0	1	0.113167	204.08	0
300-400%	Single-Family Attached	TX	Not Available	2010s	0	0	1	0.122598	141.024	0
300-400%	Single-Family Attached	TX	Not Available	<1940	0	0	1	0.0943061	83.0877	0
300-400%	Single-Family Attached	TX	Owner	1940s	0.0182441	0.981756	0	0.355821	1.44461	3.46368e-06
300-400%	Single-Family Attached	TX	Owner	1950s	0.0032947	0.996705	0	4.09194	3.98069	6.41139e-06
300-400%	Single-Family Attached	TX	Owner	1960s	0.00331958	0.99668	0	5.26615	2.42065	9.15991e-06
