Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=State	Dependency=Tenure	Dependency=Vintage	Option=EF 6.7	Option=EF 10.2	Option=EF 10.5	Option=EF 15.9	Option=EF 17.6	Option=EF 19.9	Option=EF 21.9	Option=None	Option=Void	source_count	source_weight	sampling_probability
Not Available	Mobile Home	AL	Not Available	1940s	0.0262923	0.00410014	0.012229	0.126881	0.402661	0.37018	0.0443801	0.0132768	0	140	0	1.43191e-06
Not Available	Mobile Home	AL	Owner	1940s	0	0	0	0	0	0	0	0	1	109	0	0
Not Available	Mobile Home	AL	Renter	1940s	0	0	0	0	0	0	0	0	1	31	0	0
0-100%	Mobile Home	AL	Not Available	1950s	0	0	0	0	0	0	0	0	1	17	10896.1	0
0-100%	Mobile Home	AL	Owner	1950s	0.067062	0.0119939	0.0336639	0.271748	0.229172	0.327224	0.0591362	0	0	12	0	1.31115e-06
0-100%	Mobile Home	AL	Renter	1950s	0	0	0.000356782	0.0525022	0.452863	0.293809	0.00944936	0.19102	0	19	10896.1	8.79792e-07
100-150%	Mobile Home	AL	Not Available	1950s	0	0	0	0	0	0	0	0	1	15	0	0
100-150%	Mobile Home	AL	Owner	1950s	0	0	1.75212e-06	0.000109142	0.26219	0.693869	0.04383	0	0	11	0	9.97612e-07
100-150%	Mobile Home	AL	Renter	1950s	0	0	0	0.0589257	0.609507	0.314308	0.017259	0	0	15	0	3.49181e-07
150-200%	Mobile Home	AL	Not Available	1950s	0	0	0	0	0	0	0	0	1	10	8819.41	0
150-200%	Mobile Home	AL	Owner	1950s	0.00482989	0.000863817	0.00445526	0.16418	0.232532	0.549993	0.0431453	0	0	23	8819.41	6.42401e-07
150-200%	Mobile Home	AL	Renter	1950s	0	0	0	0.0589257	0.609507	0.314308	0.017259	0	0	15	0	2.5e-07
200-300%	Mobile Home	AL	Not Available	1950s	0	0	0	0	0	0	0	0	1	31	2539.97	0
200-300%	Mobile Home	AL	Owner	1950s	0.0764061	0.0101228	0.0303806	0.142707	0.285247	0.386571	0.0685663	0	0	28	2539.97	7.80658e-07
200-300%	Mobile Home	AL	Renter	1950s	0	0	0.00275945	0.188723	0.458653	0.324561	0.0253033	0	0	14	0	3.2624e-07
300-400%	Mobile Home	AL	Not Available	1950s	0	0	0	0	0	0	0	0	1	16	0	0
300-400%	Mobile Home	AL	Owner	1950s	0.034621	0.00381017	0.0137695	0.243545	0.271024	0.328659	0.10457	0	0	15	0	5.19706e-07
300-400%	Mobile Home	AL	Renter	1950s	0	0	0.00275945	0.188723	0.458653	0.324561	0.0253033	0	0	14	0	1.64182e-07
400%+	Mobile Home	AL	Not Available	1950s	0	0	0	0	0	0	0	0	1	25	0	0
400%+	Mobile Home	AL	Owner	1950s	0.0360296	0.0055644	0.0161418	0.147559	0.324642	0.420558	0.0495056	0	0	23	0	6.86769e-07
400%+	Mobile Home	AL	Renter	1950s	0.0244376	0.00437061	0.0129106	0.182417	0.401402	0.298414	0.0760481	0	0	42	0	1.46221e-07
Not Available	Mobile Home	AL	Not Available	1950s	0.037577	0.00545225	0.0166734	0.159948	0.30687	0.40776	0.0512427	0.0144776	0	81	22255.4	2.36611e-06
Not Available	Mobile Home	AL	Owner	1950s	0	0	0	0	0	0	0	0	1	69	11359.4	0
Not Available	Mobile Home	AL	Renter	1950s	0	0	0	0	0	0	0	0	1	12	10896.1	0
0-100%	Mobile Home	AL	Not Available	1960s	0	0	0	0	0	0	0	0	1	21	7754.52	0
0-100%	Mobile Home	AL	Owner	1960s	0	0	0	0.00915946	0.533475	0.425136	0.0322298	0	0	11	7754.52	9.15886e-06
0-100%	Mobile Home	AL	Renter	1960s	0	0	0	0.00362856	0.576145	0.409283	0.0109442	0	0	10	0	4.87378e-06
100-150%	Mobile Home	AL	Not Available	1960s	0	0	0	0	0	0	0	0	1	17	3.87043	0
100-150%	Mobile Home	AL	Owner	1960s	0.0939833	0.0168087	0.0412905	0.0141305	0.231612	0.481945	0.120229	0	0	13	3.87043	5.96983e-06
100-150%	Mobile Home	AL	Renter	1960s	0	0	0	0.0350863	0.427734	0.379937	0.0922407	0.0650018	0	17	0	2.4143e-06
150-200%	Mobile Home	AL	Not Available	1960s	0	0	0	0	0	0	0	0	1	20	0	0
150-200%	Mobile Home	AL	Owner	1960s	0	0	0	0.00934574	0.280446	0.543006	0.0859542	0.081248	0	16	0	4.21527e-06
150-200%	Mobile Home	AL	Renter	1960s	0	0	0.00053876	0.0370525	0.303522	0.532517	0.0603181	0.0660514	0	15	0	1.56382e-06
200-300%	Mobile Home	AL	Not Available	1960s	0	0	0	0	0	0	0	0	1	44	0	0
200-300%	Mobile Home	AL	Owner	1960s	0.04184	0.00460466	0.0143893	0.0605038	0.267674	0.397561	0.155168	0.0582596	0	37	0	5.69052e-06
200-300%	Mobile Home	AL	Renter	1960s	0	0	0.000262344	0.0341883	0.515353	0.354602	0.0426641	0.0529295	0	18	0	1.93585e-06
300-400%	Mobile Home	AL	Not Available	1960s	0	0	0	0	0	0	0	0	1	35	0	0
300-400%	Mobile Home	AL	Owner	1960s	0.0191569	0.00210829	0.00658826	0.0573057	0.398697	0.433578	0.0825654	0	0	29	0	2.90321e-06
300-400%	Mobile Home	AL	Renter	1960s	0.0166487	0.00183226	0.00588786	0.0642345	0.546656	0.296494	0.0355243	0.0327218	0	26	0	9.0314e-07
400%+	Mobile Home	AL	Not Available	1960s	0	0	0	0	0	0	0	0	1	42	0	0
400%+	Mobile Home	AL	Owner	1960s	0.0480457	0.00694695	0.0188252	0.0264349	0.320632	0.460874	0.118242	0	0	33	0	3.28451e-06
400%+	Mobile Home	AL	Renter	1960s	5.39127e-05	5.9333e-06	1.85412e-05	0.0174228	0.498363	0.470297	0.0138386	0	0	11	0	8.15372e-07
Not Available	Mobile Home	AL	Not Available	1960s	0.0254422	0.00356693	0.00981369	0.0338418	0.389196	0.429169	0.084539	0.0244312	0	121	7758.39	1.35699e-05
Not Available	Mobile Home	AL	Owner	1960s	0	0	0	0	0	0	0	0	1	91	7758.39	0
Not Available	Mobile Home	AL	Renter	1960s	0	0	0	0	0	0	0	0	1	30	0	0
0-100%	Mobile Home	AL	Not Available	1970s	0	0	0	0	0	0	0	0	1	12	48636.9	0
0-100%	Mobile Home	AL	Owner	1970s	0.0651054	0.00716511	0.0223905	0.0574421	0.464945	0.318107	0.0203566	0.0444882	0	17	31840.4	4.33643e-05
0-100%	Mobile Home	AL	Renter	1970s	0	0	0.00081419	0.0646839	0.451117	0.362372	0.0287038	0.0923093	0	15	16796.5	2.34098e-05
100-150%	Mobile Home	AL	Not Available	1970s	0	0	0	0	0	0	0	0	1	29	841.042	0
100-150%	Mobile Home	AL	Owner	1970s	0.0375473	0.00413222	0.0147511	0.0621702	0.277222	0.527404	0.0767728	0	0	16	0	2.95473e-05
100-150%	Mobile Home	AL	Renter	1970s	0	0	0	0.0260402	0.408394	0.448142	0.117423	0	0	13	841.042	1.21649e-05
150-200%	Mobile Home	AL	Not Available	1970s	0	0	0	0	0	0	0	0	1	29	0	0
150-200%	Mobile Home	AL	Owner	1970s	0.0347682	0.00621822	0.0176424	0.166694	0.355647	0.374446	0.0445833	0	0	18	0	2.0588e-05
150-200%	Mobile Home	AL	Renter	1970s	0	0	0.000739542	0.046067	0.288902	0.581494	0.0827971	0	0	11	0	7.70687e-06
200-300%	Mobile Home	AL	Not Available	1970s	0	0	0	0	0	0	0	0	1	61	0	0
200-300%	Mobile Home	AL	Owner	1970s	1.41848e-05	2.53693e-06	0.00127322	0.179128	0.342751	0.358993	0.0535463	0.0642923	0	50	0	2.69578e-05
200-300%	Mobile Home	AL	Renter	1970s	0	0	0.000470156	0.0392838	0.450443	0.373313	0.041634	0.0948567	0	11	0	9.35398e-06
300-400%	Mobile Home	AL	Not Available	1970s	0	0	0	0	0	0	0	0	1	25	0	0
300-400%	Mobile Home	AL	Owner	1970s	0.0505459	0.00556277	0.0173833	0.0316279	0.21301	0.53983	0.0977704	0.0442705	0	23	0	1.34007e-05
300-400%	Mobile Home	AL	Renter	1970s	0.0166487	0.00183226	0.00588786	0.0642345	0.546656	0.296494	0.0355243	0.0327218	0	26	0	4.53763e-06
400%+	Mobile Home	AL	Not Available	1970s	0	0	0	0	0	0	0	0	1	57	0	0
400%+	Mobile Home	AL	Owner	1970s	0.0693201	0.00977581	0.0278928	0.0936384	0.332578	0.376293	0.0801981	0.0103042	0	55	0	1.52704e-05
400%+	Mobile Home	AL	Renter	1970s	5.39127e-05	5.9333e-06	1.85412e-05	0.0174228	0.498363	0.470297	0.0138386	0	0	11	0	4.37385e-06
Not Available	Mobile Home	AL	Not Available	1970s	0.0787457	0.0100402	0.0289873	0.0437846	0.401405	0.350581	0.019083	0.0673728	0	21	49477.9	6.63316e-05
Not Available	Mobile Home	AL	Owner	1970s	0	0	0	0	0	0	0	0	1	16	31840.4	0
Not Available	Mobile Home	AL	Renter	1970s	0	0	0	0	0	0	0	0	1	35	17637.5	0
0-100%	Mobile Home	AL	Not Available	1980s	0	0	0	0	0	0	0	0	1	31	1340.18	0
0-100%	Mobile Home	AL	Owner	1980s	0	0	0	0.101108	0.473741	0.38653	0.0386215	0	0	17	1340.18	5.94172e-05
0-100%	Mobile Home	AL	Renter	1980s	0.0546644	0.00601603	0.0187997	0.0107731	0.514696	0.330309	0.0116336	0.0531089	0	14	0	4.0921e-05
100-150%	Mobile Home	AL	Not Available	1980s	0	0	0	0	0	0	0	0	1	26	8665.36	0
100-150%	Mobile Home	AL	Owner	1980s	0	0	0.000707652	0.0698433	0.407932	0.436032	0.0854845	0	0	22	8665.36	4.45218e-05
100-150%	Mobile Home	AL	Renter	1980s	0	0	0	0.0068141	0.45926	0.463555	0.0703715	0	0	13	0	2.10581e-05
150-200%	Mobile Home	AL	Not Available	1980s	0	0	0	0	0	0	0	0	1	24	0	0
150-200%	Mobile Home	AL	Owner	1980s	0.0266424	0.0029321	0.00957922	0.0559755	0.326476	0.475572	0.102822	0	0	18	0	3.74312e-05
150-200%	Mobile Home	AL	Renter	1980s	0.0656797	0.0117467	0.0290775	0.0313673	0.506105	0.319449	0.0365742	0	0	13	0	1.4603e-05
200-300%	Mobile Home	AL	Not Available	1980s	0	0	0	0	0	0	0	0	1	35	7977.1	0
200-300%	Mobile Home	AL	Owner	1980s	0.00686573	0.000755601	0.00316226	0.12308	0.368671	0.411269	0.0861958	0	0	27	0	5.8433e-05
200-300%	Mobile Home	AL	Renter	1980s	0	0	0.000426289	0.051739	0.447165	0.468825	0.031845	0	0	16	7977.1	1.88036e-05
300-400%	Mobile Home	AL	Not Available	1980s	0	0	0	0	0	0	0	0	1	26	3672.8	0
300-400%	Mobile Home	AL	Owner	1980s	0.0129863	0.00232258	0.0057054	0.0628548	0.400615	0.458995	0.0565216	0	0	24	3672.8	3.54998e-05
300-400%	Mobile Home	AL	Renter	1980s	0	0	0.000346538	0.0420596	0.438917	0.485653	0.0330245	0	0	20	0	9.77583e-06
400%+	Mobile Home	AL	Not Available	1980s	0	0	0	0	0	0	0	0	1	56	4364.81	0
400%+	Mobile Home	AL	Owner	1980s	0.0284773	0.00444139	0.0135291	0.0605739	0.329823	0.485257	0.077898	0	0	50	4364.81	4.16014e-05
400%+	Mobile Home	AL	Renter	1980s	0	0	0.00188823	0.11762	0.368979	0.454277	0.0572348	0	0	11	0	9.33474e-06
Not Available	Mobile Home	AL	Not Available	1980s	0	0	0	0.0570921	0.493386	0.372465	0.0770572	0	0	17	26020.2	0.000122091
Not Available	Mobile Home	AL	Owner	1980s	0	0	0	0	0	0	0	0	1	10	18043.2	0
Not Available	Mobile Home	AL	Renter	1980s	0	0	0	0	0	0	0	0	1	33	7977.1	0
0-100%	Mobile Home	AL	Not Available	1990s	0	0	0	0	0	0	0	0	1	18	28303.3	0
0-100%	Mobile Home	AL	Owner	1990s	0.145498	0.0260221	0.0639231	0.0423871	0.403913	0.270619	0.047638	0	0	11	19034.9	9.86427e-05
0-100%	Mobile Home	AL	Renter	1990s	0	0	0	0.0270274	0.611453	0.326261	0.0352583	0	0	15	9268.41	6.88175e-05
100-150%	Mobile Home	AL	Not Available	1990s	0	0	0	0	0	0	0	0	1	11	11779.3	0
100-150%	Mobile Home	AL	Owner	1990s	0.000189091	3.38186e-05	0.000192018	0.0719035	0.474199	0.393935	0.0595477	0	0	16	11779.3	7.38374e-05
100-150%	Mobile Home	AL	Renter	1990s	0	0	0	0.0068141	0.45926	0.463555	0.0703715	0	0	13	0	3.48507e-05
150-200%	Mobile Home	AL	Not Available	1990s	0	0	0	0	0	0	0	0	1	12	16682.4	0
150-200%	Mobile Home	AL	Owner	1990s	0.148193	0.0195876	0.0568655	0.14761	0.301383	0.319636	0.00672528	0	0	19	9626.68	6.2565e-05
150-200%	Mobile Home	AL	Renter	1990s	0.0656797	0.0117467	0.0290775	0.0313673	0.506105	0.319449	0.0365742	0	0	13	7055.74	2.42459e-05
200-300%	Mobile Home	AL	Not Available	1990s	0	0	0	0	0	0	0	0	1	12	8711.24	0
200-300%	Mobile Home	AL	Owner	1990s	0.0118573	0.00212066	0.00762185	0.216837	0.391954	0.36961	0	0	0	10	8691.12	9.82026e-05
200-300%	Mobile Home	AL	Renter	1990s	0	0	0.000426289	0.051739	0.447165	0.468825	0.031845	0	0	16	20.1112	3.15027e-05
300-400%	Mobile Home	AL	Not Available	1990s	0	0	0	0	0	0	0	0	1	49	7696.25	0
300-400%	Mobile Home	AL	Owner	1990s	0.0362493	0.00648312	0.016413	0.101122	0.360001	0.410811	0.0689214	0	0	47	7696.25	5.97788e-05
300-400%	Mobile Home	AL	Renter	1990s	0	0	0.000346538	0.0420596	0.438917	0.485653	0.0330245	0	0	20	0	1.64085e-05
400%+	Mobile Home	AL	Not Available	1990s	0	0	0	0	0	0	0	0	1	93	7503.96	0
400%+	Mobile Home	AL	Owner	1990s	0.0474521	0.00543631	0.0167607	0.0628633	0.345139	0.439119	0.070418	0.0128114	0	88	7503.96	7.02416e-05
400%+	Mobile Home	AL	Renter	1990s	0	0	0.00188823	0.11762	0.368979	0.454277	0.0572348	0	0	11	0	1.58653e-05
Not Available	Mobile Home	AL	Not Available	1990s	0.115436	0.0206456	0.0507158	0.0392594	0.47148	0.280578	0.0218849	0	0	10	80676.4	0.000201781
Not Available	Mobile Home	AL	Owner	1990s	0	0	0	0	0	0	0	0	1	33	64332.1	0
Not Available	Mobile Home	AL	Renter	1990s	0	0	0	0	0	0	0	0	1	11	16344.3	0
0-100%	Mobile Home	AL	Not Available	2000s	0	0	0	0	0	0	0	0	1	23	12974.1	0
0-100%	Mobile Home	AL	Owner	2000s	0	0	2.77523e-05	0.0771929	0.367974	0.458902	0.0959031	0	0	18	6487.03	3.3515e-05
0-100%	Mobile Home	AL	Renter	2000s	0.024658	0.00441004	0.0108332	0.0037008	0.444998	0.464186	0.0472141	0	0	11	6487.03	2.87954e-05
100-150%	Mobile Home	AL	Not Available	2000s	0	0	0	0	0	0	0	0	1	27	15872.9	0
100-150%	Mobile Home	AL	Owner	2000s	0	0	0.00129251	0.135482	0.42	0.386536	0.05669	0	0	20	11877.6	2.84266e-05
100-150%	Mobile Home	AL	Renter	2000s	0.0569899	0.0101925	0.0250379	0.00855332	0.503777	0.338487	0.0569626	0	0	11	3995.28	1.50087e-05
150-200%	Mobile Home	AL	Not Available	2000s	0	0	0	0	0	0	0	0	1	22	1180.09	0
150-200%	Mobile Home	AL	Owner	2000s	0	0	0.000996478	0.145963	0.303577	0.474057	0.0754071	0	0	20	0	2.50662e-05
150-200%	Mobile Home	AL	Renter	2000s	0.0569899	0.0101925	0.0250379	0.00855332	0.503777	0.338487	0.0569626	0	0	11	1180.09	1.12528e-05
200-300%	Mobile Home	AL	Not Available	2000s	0	0	0	0	0	0	0	0	1	55	6497.72	0
200-300%	Mobile Home	AL	Owner	2000s	0	0	0.000895775	0.112314	0.342237	0.461838	0.0827156	0	0	52	6497.72	4.42793e-05
200-300%	Mobile Home	AL	Renter	2000s	0.0113139	0.00202347	0.00604678	0.0475324	0.374915	0.415077	0.095566	0.0475251	0	73	0	1.51306e-05
300-400%	Mobile Home	AL	Not Available	2000s	0	0	0	0	0	0	0	0	1	55	11825.7	0
300-400%	Mobile Home	AL	Owner	2000s	0	0	0.000981088	0.107184	0.361421	0.4596	0.0708131	0	0	53	11825.7	3.15989e-05
300-400%	Mobile Home	AL	Renter	2000s	0.0113139	0.00202347	0.00604678	0.0475324	0.374915	0.415077	0.095566	0.0475251	0	73	0	8.2767e-06
400%+	Mobile Home	AL	Not Available	2000s	0	0	0	0	0	0	0	0	1	120	5172.75	0
400%+	Mobile Home	AL	Owner	2000s	0.00532968	0.00080481	0.00325381	0.108267	0.344221	0.467469	0.0706542	0	0	117	5172.75	4.42968e-05
400%+	Mobile Home	AL	Renter	2000s	0	0	0.000151432	0.0488451	0.385654	0.455115	0.110192	4.27143e-05	0	51	0	6.41984e-06
Not Available	Mobile Home	AL	Not Available	2000s	0	0	0.00149239	0.133353	0.36795	0.447899	0.0493053	0	0	30	53523.1	8.80052e-05
Not Available	Mobile Home	AL	Owner	2000s	0	0	0	0	0	0	0	0	1	25	41860.7	0
Not Available	Mobile Home	AL	Renter	2000s	0	0	0	0	0	0	0	0	1	15	11662.4	0
0-100%	Mobile Home	AL	Not Available	2010s	0	0	0	0	0	0	0	0	1	10	8767.81	0
0-100%	Mobile Home	AL	Owner	2010s	0	0	2.03825e-05	0.0566936	0.322191	0.418749	0.0914865	0.11086	0	22	8767.81	8.58594e-06
0-100%	Mobile Home	AL	Renter	2010s	0.024658	0.00441004	0.0108332	0.0037008	0.444998	0.464186	0.0472141	0	0	11	0	9.21535e-06
100-150%	Mobile Home	AL	Not Available	2010s	0	0	0	0	0	0	0	0	1	36	0	0
100-150%	Mobile Home	AL	Owner	2010s	0	0	0.000781949	0.0963545	0.434492	0.408441	0.0599309	0	0	27	0	7.25621e-06
100-150%	Mobile Home	AL	Renter	2010s	0.0569899	0.0101925	0.0250379	0.00855332	0.503777	0.338487	0.0569626	0	0	11	0	4.64043e-06
150-200%	Mobile Home	AL	Not Available	2010s	0	0	0	0	0	0	0	0	1	30	6971.91	0
150-200%	Mobile Home	AL	Owner	2010s	0	0	0.000653271	0.0965429	0.317581	0.513555	0.0716678	0	0	28	6971.91	7.69711e-06
150-200%	Mobile Home	AL	Renter	2010s	0.0569899	0.0101925	0.0250379	0.00855332	0.503777	0.338487	0.0569626	0	0	11	0	3.35922e-06
200-300%	Mobile Home	AL	Not Available	2010s	0	0	0	0	0	0	0	0	1	21	19.8723	0
200-300%	Mobile Home	AL	Owner	2010s	0	0	0	0	0.190696	0.586558	0.186334	0.0364125	0	20	19.8723	1.5402e-05
200-300%	Mobile Home	AL	Renter	2010s	0.0113139	0.00202347	0.00604678	0.0475324	0.374915	0.415077	0.095566	0.0475251	0	73	0	4.79021e-06
300-400%	Mobile Home	AL	Not Available	2010s	0	0	0	0	0	0	0	0	1	30	0	0
300-400%	Mobile Home	AL	Owner	2010s	0	0	0	0.0139596	0.29743	0.583152	0.0561632	0.0492947	0	28	0	1.14902e-05
300-400%	Mobile Home	AL	Renter	2010s	0.0113139	0.00202347	0.00604678	0.0475324	0.374915	0.415077	0.095566	0.0475251	0	73	0	2.82828e-06
400%+	Mobile Home	AL	Not Available	2010s	0	0	0	0	0	0	0	0	1	59	0	0
400%+	Mobile Home	AL	Owner	2010s	0	0	0	0.0185425	0.28412	0.585368	0.11197	0	0	55	0	1.85924e-05
400%+	Mobile Home	AL	Renter	2010s	0	0	0.000151432	0.0488451	0.385654	0.455115	0.110192	4.27143e-05	0	51	0	3.33906e-06
Not Available	Mobile Home	AL	Not Available	2010s	0	0	0	0	0.273204	0.452214	0.0679797	0.206602	0	12	15759.6	2.96418e-05
Not Available	Mobile Home	AL	Owner	2010s	0	0	0	0	0	0	0	0	1	11	15759.6	0
Not Available	Mobile Home	AL	Renter	2010s	0	0	0	0	0	0	0	0	1	13	0	0
0-100%	Mobile Home	AL	Not Available	<1940	0	0	0	0	0	0	0	0	1	34	0	0
0-100%	Mobile Home	AL	Owner	<1940	0.023959	0.00428503	0.0116146	0.109258	0.419983	0.35829	0.034967	0.0376428	0	20	0	6.04345e-07
0-100%	Mobile Home	AL	Renter	<1940	0	0	0.00112565	0.144264	0.436468	0.294948	0.0298128	0.0933828	0	14	0	4.32841e-07
100-150%	Mobile Home	AL	Not Available	<1940	0	0	0	0	0	0	0	0	1	25	0	0
100-150%	Mobile Home	AL	Owner	<1940	0.0633101	0.0113229	0.0278153	0.117565	0.495216	0.284772	0	0	0	20	0	3.61954e-07
100-150%	Mobile Home	AL	Renter	<1940	0	0	0	0.0589257	0.609507	0.314308	0.017259	0	0	15	0	1.7275e-07
150-200%	Mobile Home	AL	Not Available	<1940	0	0	0	0	0	0	0	0	1	19	0	0
150-200%	Mobile Home	AL	Owner	<1940	0.0245753	0.00439524	0.0107969	0.0958431	0.489631	0.323342	0.0514166	0	0	14	0	3.1464e-07
150-200%	Mobile Home	AL	Renter	<1940	0	0	0	0.0589257	0.609507	0.314308	0.017259	0	0	15	0	1.0788e-07
200-300%	Mobile Home	AL	Not Available	<1940	0	0	0	0	0	0	0	0	1	33	0	0
200-300%	Mobile Home	AL	Owner	<1940	0.030779	0.00550476	0.0151604	0.143283	0.359871	0.421908	0.0234934	0	0	27	0	4.02046e-07
200-300%	Mobile Home	AL	Renter	<1940	0	0	0.00275945	0.188723	0.458653	0.324561	0.0253033	0	0	14	0	1.56903e-07
300-400%	Mobile Home	AL	Not Available	<1940	0	0	0	0	0	0	0	0	1	33	0	0
300-400%	Mobile Home	AL	Owner	<1940	0	0	0.00108561	0.132951	0.40702	0.419868	0.039075	0	0	29	0	1.79948e-07
300-400%	Mobile Home	AL	Renter	<1940	0	0	0.00275945	0.188723	0.458653	0.324561	0.0253033	0	0	14	0	8.78738e-08
400%+	Mobile Home	AL	Not Available	<1940	0	0	0	0	0	0	0	0	1	54	0	0
400%+	Mobile Home	AL	Owner	<1940	0.0485648	0.00629883	0.0213698	0.153372	0.269773	0.411868	0.0887542	0	0	48	0	4.66197e-07
400%+	Mobile Home	AL	Renter	<1940	0.0244376	0.00437061	0.0129106	0.182417	0.401402	0.298414	0.0760481	0	0	42	0	1.29751e-07
Not Available	Mobile Home	AL	Not Available	<1940	0.0262923	0.00410014	0.012229	0.126881	0.402661	0.37018	0.0443801	0.0132768	0	140	0	1.06712e-06
Not Available	Mobile Home	AL	Owner	<1940	0	0	0	0	0	0	0	0	1	109	0	0
Not Available	Mobile Home	AL	Renter	<1940	0	0	0	0	0	0	0	0	1	31	0	0
0-100%	Mobile Home	AR	Not Available	1940s	0	0	0	0	0	0	0	0	1	28	0	0
0-100%	Mobile Home	AR	Owner	1940s	0.0242946	0.00434505	0.0106736	0.0535521	0.481968	0.359538	0.0656284	0	0	20	0	5.86701e-07
0-100%	Mobile Home	AR	Renter	1940s	0	0	0.00065359	0.0520295	0.579626	0.360344	0.00734691	0	0	19	0	2.96667e-07
100-150%	Mobile Home	AR	Not Available	1940s	0	0	0	0	0	0	0	0	1	24	0	0
100-150%	Mobile Home	AR	Owner	1940s	0.0926223	0.0165653	0.041562	0.112411	0.363827	0.270642	0.0445243	0.0578457	0	17	0	4.01451e-07
100-150%	Mobile Home	AR	Renter	1940s	0	0	0.00385592	0.291537	0.374456	0.296381	0.0337696	0	0	16	0	1.66754e-07
150-200%	Mobile Home	AR	Not Available	1940s	0	0	0	0	0	0	0	0	1	16	0	0
150-200%	Mobile Home	AR	Owner	1940s	0	0	0.00129055	0.138297	0.560653	0.265887	0.0338723	0	0	11	0	3.32716e-07
150-200%	Mobile Home	AR	Renter	1940s	0	0	0	0.0743682	0.574318	0.351314	0	0	0	13	0	1.14019e-07
200-300%	Mobile Home	AR	Not Available	1940s	0	0	0	0	0	0	0	0	1	34	0	0
200-300%	Mobile Home	AR	Owner	1940s	0	0	0	0.0431836	0.457478	0.430964	0.0683744	0	0	24	0	4.23351e-07
200-300%	Mobile Home	AR	Renter	1940s	0	0	0.00250938	0.253371	0.416455	0.190322	0	0.137343	0	10	0	1.49001e-07
300-400%	Mobile Home	AR	Not Available	1940s	0	0	0	0	0	0	0	0	1	19	0	0
300-400%	Mobile Home	AR	Owner	1940s	0	0	0.00115221	0.104607	0.369765	0.425013	0.0994632	0	0	15	0	2.68204e-07
300-400%	Mobile Home	AR	Renter	1940s	0.0148601	0.0026577	0.00843963	0.195809	0.357116	0.358511	0.0146968	0.0479093	0	24	0	7.58717e-08
400%+	Mobile Home	AR	Not Available	1940s	0	0	0	0	0	0	0	0	1	42	0	0
400%+	Mobile Home	AR	Owner	1940s	0.0373855	0.00600815	0.0158458	0.0837469	0.32068	0.46955	0.0667838	0	0	37	0	3.9005e-07
400%+	Mobile Home	AR	Renter	1940s	0.0244376	0.00437061	0.0129106	0.182417	0.401402	0.298414	0.0760481	0	0	42	0	6.0841e-08
Not Available	Mobile Home	AR	Not Available	1940s	0.0208579	0.00355594	0.00964054	0.098844	0.419272	0.37754	0.0590594	0.0112298	0	122	0	1.18003e-06
Not Available	Mobile Home	AR	Owner	1940s	0	0	0	0	0	0	0	0	1	93	0	0
Not Available	Mobile Home	AR	Renter	1940s	0	0	0	0	0	0	0	0	1	29	0	0
0-100%	Mobile Home	AR	Not Available	1950s	0	0	0	0	0	0	0	0	1	32	0	0
0-100%	Mobile Home	AR	Owner	1950s	0	0	0.00100624	0.0836703	0.374936	0.44225	0.0885804	0.00955677	0	21	0	1.14835e-06
0-100%	Mobile Home	AR	Renter	1950s	0	0	0.000233823	0.0145651	0.595244	0.381944	0.00801367	0	0	11	0	6.32195e-07
100-150%	Mobile Home	AR	Not Available	1950s	0	0	0	0	0	0	0	0	1	28	0	0
100-150%	Mobile Home	AR	Owner	1950s	0.0361244	0.00646078	0.0158709	0.098457	0.45351	0.265661	0.0655574	0.0583584	0	19	0	7.88844e-07
100-150%	Mobile Home	AR	Renter	1950s	0	0	0.00385592	0.291537	0.374456	0.296381	0.0337696	0	0	16	0	3.51331e-07
150-200%	Mobile Home	AR	Not Available	1950s	0	0	0	0	0	0	0	0	1	21	0	0
150-200%	Mobile Home	AR	Owner	1950s	0.0203243	0.00363496	0.00892925	0.111089	0.396083	0.418392	0.0415476	0	0	13	0	6.41968e-07
150-200%	Mobile Home	AR	Renter	1950s	0	0	0	0.0743682	0.574318	0.351314	0	0	0	13	0	2.42189e-07
200-300%	Mobile Home	AR	Not Available	1950s	0	0	0	0	0	0	0	0	1	34	0	0
200-300%	Mobile Home	AR	Owner	1950s	0.03319	0.00593598	0.0146768	0.0584281	0.392357	0.455695	0.0397174	0	0	26	0	8.28566e-07
200-300%	Mobile Home	AR	Renter	1950s	0	0	0.000439886	0.111463	0.3781	0.45945	0.0264715	0.0240757	0	18	0	3.19271e-07
300-400%	Mobile Home	AR	Not Available	1950s	0	0	0	0	0	0	0	0	1	17	0	0
300-400%	Mobile Home	AR	Owner	1950s	0.0354421	0.00390054	0.0139411	0.189652	0.300331	0.405225	0.0515078	0	0	15	0	5.19788e-07
300-400%	Mobile Home	AR	Renter	1950s	0.0148601	0.0026577	0.00843963	0.195809	0.357116	0.358511	0.0146968	0.0479093	0	24	0	1.62053e-07
400%+	Mobile Home	AR	Not Available	1950s	0	0	0	0	0	0	0	0	1	30	0	0
400%+	Mobile Home	AR	Owner	1950s	0.0560109	0.00616422	0.0230015	0.171449	0.314895	0.389371	0.0391078	0	0	27	0	7.70598e-07
400%+	Mobile Home	AR	Renter	1950s	0.0244376	0.00437061	0.0129106	0.182417	0.401402	0.298414	0.0760481	0	0	42	0	1.39819e-07
