Dependency=Clothes Washer Presence	Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Heating Fuel	Dependency=State	Dependency=Tenure	Option=Electric	Option=Gas	Option=None	Option=Propane	Option=Void	source_count	source_weight	sampling_probability
Yes	300-400%	Multi-Family with 5+ Units	None	ID	Renter	0.877349	0	0.109595	0.0130568	0	2.6337	7.02427e-19	1.53019e-07
Yes	300-400%	Multi-Family with 5+ Units	None	IL	Not Available	0	0	0	0	1	1.096	5.14398e-19	0
Yes	300-400%	Multi-Family with 5+ Units	None	IL	Owner	0.474748	0.497735	0.021976	0.00554104	0	0.238668	5.4884e-20	1.97993e-06
Yes	300-400%	Multi-Family with 5+ Units	None	IL	Renter	0.912634	0.0711582	0.013413	0.00279455	0	1.4268	2.33233e-19	6.59166e-06
Yes	300-400%	Multi-Family with 5+ Units	None	IN	Not Available	0	0	0	0	1	4.21477	6.24574e-19	0
Yes	300-400%	Multi-Family with 5+ Units	None	IN	Owner	0.117212	0.869354	0.0110922	0.00234145	0	4.68962e-21	9.47212e-60	3.05158e-08
Yes	300-400%	Multi-Family with 5+ Units	None	IN	Renter	0.630169	0.347595	0.0189342	0.0033026	0	3.49224	6.24574e-19	7.42394e-07
Yes	300-400%	Multi-Family with 5+ Units	None	KS	Not Available	0	0	0	0	1	2.89472	2.10042e-19	0
Yes	300-400%	Multi-Family with 5+ Units	None	KS	Owner	0.193675	0.802745	0.00264755	0.000932928	0	1.29068	5.36344e-20	2.49436e-08
Yes	300-400%	Multi-Family with 5+ Units	None	KS	Renter	0.971588	0	0.0244743	0.00393732	0	1.3056	5.13983e-20	7.63843e-07
Yes	300-400%	Multi-Family with 5+ Units	None	KY	Not Available	0	0	0	0	1	0.625553	24.2833	0
Yes	300-400%	Multi-Family with 5+ Units	None	KY	Owner	1	0	0	0	0	0.419479	0.756193	6.8856e-08
Yes	300-400%	Multi-Family with 5+ Units	None	KY	Renter	1	0	0	0	0	0.480819	16.4691	8.0299e-07
Yes	300-400%	Multi-Family with 5+ Units	None	LA	Not Available	0	0	0	0	1	0.333163	55.1389	0
Yes	300-400%	Multi-Family with 5+ Units	None	LA	Owner	1	0	0	0	0	2.68276e-21	4.85288e-40	2.44723e-08
Yes	300-400%	Multi-Family with 5+ Units	None	LA	Renter	1	0	0	0	0	0.333163	55.1389	4.5967e-07
Yes	300-400%	Multi-Family with 5+ Units	None	MA	Not Available	0	0	0	0	1	1.43542	44.7748	0
Yes	300-400%	Multi-Family with 5+ Units	None	MA	Owner	0.888362	0.0974254	0.0116351	0.00257735	0	0.167642	0.238562	5.98238e-07
Yes	300-400%	Multi-Family with 5+ Units	None	MA	Renter	0.937415	0	0.0560055	0.00657988	0	1.24194	38.4769	1.14996e-06
Yes	300-400%	Multi-Family with 5+ Units	None	MD	Not Available	0	0	0	0	1	0.307333	83.7588	0
Yes	300-400%	Multi-Family with 5+ Units	None	MD	Owner	1	0	0	0	0	0.066127	1.07414	3.5499e-07
Yes	300-400%	Multi-Family with 5+ Units	None	MD	Renter	1	0	0	0	0	1.58067	65.8626	2.21342e-06
Yes	300-400%	Multi-Family with 5+ Units	None	ME	Not Available	0	0	0	0	1	1.2831	7.08484e-20	0
Yes	300-400%	Multi-Family with 5+ Units	None	ME	Owner	0.876427	0.117962	0.00438543	0.00122575	0	4.09721e-20	9.1431e-59	2.85058e-08
Yes	300-400%	Multi-Family with 5+ Units	None	ME	Renter	0.972799	0	0.0237327	0.0034679	0	1.14053	7.08484e-20	1.57344e-07
Yes	300-400%	Multi-Family with 5+ Units	None	MI	Not Available	0	0	0	0	1	2.31623	1.71857e-19	0
Yes	300-400%	Multi-Family with 5+ Units	None	MI	Owner	0.273228	0.709972	0.0132688	0.003531	0	2.5462e-21	2.54404e-60	3.75426e-07
Yes	300-400%	Multi-Family with 5+ Units	None	MI	Renter	0.825046	0.159436	0.0127212	0.00279728	0	1.91916	1.71857e-19	4.0035e-06
Yes	300-400%	Multi-Family with 5+ Units	None	MN	Not Available	0	0	0	0	1	4.48888	5.73295e-19	0
Yes	300-400%	Multi-Family with 5+ Units	None	MN	Owner	0.248049	0.746329	0.00426408	0.00135818	0	9.1808e-21	3.0802e-60	6.35961e-07
Yes	300-400%	Multi-Family with 5+ Units	None	MN	Renter	0.964987	0	0.030568	0.00444513	0	4.0928	5.73295e-19	3.82885e-06
Yes	300-400%	Multi-Family with 5+ Units	None	MO	Not Available	0	0	0	0	1	5.43057	6.83211e-19	0
Yes	300-400%	Multi-Family with 5+ Units	None	MO	Owner	0.216259	0.776416	0.00584485	0.0014798	0	1.89776	1.07167e-19	1.18788e-07
Yes	300-400%	Multi-Family with 5+ Units	None	MO	Renter	0.947364	0	0.0471819	0.00545366	0	2.99038	2.49202e-19	8.22446e-07
Yes	300-400%	Multi-Family with 5+ Units	None	MS	Not Available	0	0	0	0	1	1.54409	6.54041e-19	0
Yes	300-400%	Multi-Family with 5+ Units	None	MS	Owner	0.987397	0.0126027	0	0	0	2.98527e-20	1.69301e-59	6.14485e-09
Yes	300-400%	Multi-Family with 5+ Units	None	MS	Renter	0.989019	0.0109815	0	0	0	1.44115	6.54041e-19	2.30572e-07
Yes	300-400%	Multi-Family with 5+ Units	None	MT	Not Available	0	0	0	0	1	6.01373	2.81751e-18	0
Yes	300-400%	Multi-Family with 5+ Units	None	MT	Owner	0.922765	0	0.0657309	0.0115038	0	1.32862e-19	2.56438e-58	1.64175e-08
Yes	300-400%	Multi-Family with 5+ Units	None	MT	Renter	0.885005	0	0.101672	0.0133222	0	5.69722	2.81751e-18	3.45215e-07
Yes	300-400%	Multi-Family with 5+ Units	None	NC	Not Available	0	0	0	0	1	2.44439	99.8991	0
Yes	300-400%	Multi-Family with 5+ Units	None	NC	Owner	1	0	0	0	0	7.37758e-22	1.49459e-40	8.38818e-08
Yes	300-400%	Multi-Family with 5+ Units	None	NC	Renter	1	0	0	0	0	1.84123	99.8991	1.42614e-06
Yes	300-400%	Multi-Family with 5+ Units	None	ND	Not Available	0	0	0	0	1	2.34895	3.10907	0
Yes	300-400%	Multi-Family with 5+ Units	None	ND	Owner	0.192675	0.802441	0.00375375	0.0011311	0	3.61737e-20	9.47074e-40	4.70376e-08
Yes	300-400%	Multi-Family with 5+ Units	None	ND	Renter	0.960763	0	0.0344918	0.00474501	0	2.14169	3.10907	4.85031e-07
Yes	300-400%	Multi-Family with 5+ Units	None	NE	Not Available	0	0	0	0	1	9.62609	2.24479e-18	0
Yes	300-400%	Multi-Family with 5+ Units	None	NE	Owner	0.150539	0.845042	0.00345705	0.000961005	0	2.32296e-20	1.67909e-59	2.62947e-08
Yes	300-400%	Multi-Family with 5+ Units	None	NE	Renter	0.954483	0	0.0403907	0.0051261	0	8.77673	2.24479e-18	5.20584e-07
Yes	300-400%	Multi-Family with 5+ Units	None	NH	Not Available	0	0	0	0	1	2.35943	1.50742e-19	0
Yes	300-400%	Multi-Family with 5+ Units	None	NH	Owner	0.400125	0.59349	0.00520273	0.0011822	0	3.26184e-20	3.64629e-59	9.16271e-08
Yes	300-400%	Multi-Family with 5+ Units	None	NH	Renter	0.93377	0	0.0591974	0.00703223	0	2.09727	1.50742e-19	3.76664e-07
Yes	300-400%	Multi-Family with 5+ Units	None	NJ	Not Available	0	0	0	0	1	0.939912	40.1481	0
Yes	300-400%	Multi-Family with 5+ Units	None	NJ	Owner	0.840091	0.132882	0.0233159	0.00371117	0	0.0961942	0.164267	4.27374e-07
Yes	300-400%	Multi-Family with 5+ Units	None	NJ	Renter	0.942876	0.0319576	0.0217921	0.00337405	0	3.69512	35.1763	1.75092e-06
Yes	300-400%	Multi-Family with 5+ Units	None	NM	Not Available	0	0	0	0	1	0.553905	1.20303e-18	0
Yes	300-400%	Multi-Family with 5+ Units	None	NM	Owner	1	0	0	0	0	9.14067e-21	7.46267e-59	5.29884e-09
Yes	300-400%	Multi-Family with 5+ Units	None	NM	Renter	1	0	0	0	0	0.501152	1.20303e-18	1.87257e-07
Yes	300-400%	Multi-Family with 5+ Units	None	NV	Not Available	0	0	0	0	1	0.216463	3.27205e-19	0
Yes	300-400%	Multi-Family with 5+ Units	None	NV	Owner	1	0	0	0	0	1.94427e-21	6.01309e-60	1.25716e-07
Yes	300-400%	Multi-Family with 5+ Units	None	NV	Renter	1	0	0	0	0	0.195847	3.27205e-19	1.28963e-06
Yes	300-400%	Multi-Family with 5+ Units	None	NY	Not Available	0	0	0	0	1	0.63369	45.6577	0
Yes	300-400%	Multi-Family with 5+ Units	None	NY	Owner	0.865384	0.117267	0.014694	0.00265466	0	0.0780089	2.11897	2.93375e-06
Yes	300-400%	Multi-Family with 5+ Units	None	NY	Renter	0.849737	0.109237	0.0361468	0.00487889	0	0.37288	28.1046	4.91214e-06
Yes	300-400%	Multi-Family with 5+ Units	None	OH	Not Available	0	0	0	0	1	2.58403	1.5719e-19	0
Yes	300-400%	Multi-Family with 5+ Units	None	OH	Owner	0.114667	0.878882	0.00502314	0.00142776	0	1.81052e-21	9.45308e-61	3.88205e-07
Yes	300-400%	Multi-Family with 5+ Units	None	OH	Renter	0.630046	0.359133	0.00876298	0.00205814	0	2.14105	1.5719e-19	4.21939e-06
Yes	300-400%	Multi-Family with 5+ Units	None	OK	Not Available	0	0	0	0	1	0.184728	3.49604e-19	0
Yes	300-400%	Multi-Family with 5+ Units	None	OK	Owner	1	0	0	0	0	3.02695e-21	1.27413e-59	1.38846e-08
Yes	300-400%	Multi-Family with 5+ Units	None	OK	Renter	1	0	0	0	0	0.184728	3.49604e-19	6.44114e-07
Yes	300-400%	Multi-Family with 5+ Units	None	OR	Not Available	0	0	0	0	1	0.243909	133.991	0
Yes	300-400%	Multi-Family with 5+ Units	None	OR	Owner	1	0	0	0	0	5.96245e-22	6.61736e-40	4.90052e-08
Yes	300-400%	Multi-Family with 5+ Units	None	OR	Renter	1	0	0	0	0	0.243909	133.991	6.98493e-07
Yes	300-400%	Multi-Family with 5+ Units	None	PA	Not Available	0	0	0	0	1	1.32586	5.71639e-19	0
Yes	300-400%	Multi-Family with 5+ Units	None	PA	Owner	0.537738	0.430857	0.0276853	0.00371953	0	0.0844529	1.53109e-21	2.48643e-07
Yes	300-400%	Multi-Family with 5+ Units	None	PA	Renter	0.985103	0	0.0119236	0.00297322	0	1.16053	5.14002e-19	3.24012e-06
Yes	300-400%	Multi-Family with 5+ Units	None	RI	Not Available	0	0	0	0	1	3.69582	7.32598e-19	0
Yes	300-400%	Multi-Family with 5+ Units	None	RI	Owner	0.909751	0.0745302	0.012955	0.00276424	0	0.799449	4.3384e-20	3.11799e-08
Yes	300-400%	Multi-Family with 5+ Units	None	RI	Renter	0.928355	0	0.0644548	0.00718992	0	2.48573	4.19426e-19	6.89195e-08
Yes	300-400%	Multi-Family with 5+ Units	None	SC	Not Available	0	0	0	0	1	1.64009	81.0333	0
Yes	300-400%	Multi-Family with 5+ Units	None	SC	Owner	1	0	0	0	0	1.65071e-21	1.34818e-39	8.01372e-08
Yes	300-400%	Multi-Family with 5+ Units	None	SC	Renter	1	0	0	0	0	1.23539	81.0333	8.78029e-07
Yes	300-400%	Multi-Family with 5+ Units	None	SD	Not Available	0	0	0	0	1	9.49079	90.3304	0
Yes	300-400%	Multi-Family with 5+ Units	None	SD	Owner	0.411852	0.577534	0.00821245	0.00240196	0	1.46214	2.75373	4.32542e-08
Yes	300-400%	Multi-Family with 5+ Units	None	SD	Renter	0.960015	0	0.0352751	0.00471028	0	7.14249	61.5408	5.75799e-07
Yes	300-400%	Multi-Family with 5+ Units	None	TN	Not Available	0	0	0	0	1	0.635982	18.2894	0
Yes	300-400%	Multi-Family with 5+ Units	None	TN	Owner	1	0	0	0	0	8.59098e-21	2.31114e-40	4.90829e-08
Yes	300-400%	Multi-Family with 5+ Units	None	TN	Renter	1	0	0	0	0	0.593584	18.2894	1.21749e-06
Yes	300-400%	Multi-Family with 5+ Units	None	TX	Not Available	0	0	0	0	1	0.0308975	149.099	0
Yes	300-400%	Multi-Family with 5+ Units	None	TX	Owner	1	0	0	0	0	1.0839e-22	9.54426e-41	2.0311e-07
Yes	300-400%	Multi-Family with 5+ Units	None	TX	Renter	1	0	0	0	0	0.0308975	149.099	7.79996e-06
Yes	300-400%	Multi-Family with 5+ Units	None	UT	Not Available	0	0	0	0	1	2.14833	4.62102e-19	0
Yes	300-400%	Multi-Family with 5+ Units	None	UT	Owner	0.916956	0	0.0713419	0.0117025	0	3.44582e-20	2.2168e-59	8.19997e-08
Yes	300-400%	Multi-Family with 5+ Units	None	UT	Renter	0.876508	0	0.109984	0.0135073	0	2.03526	4.62102e-19	5.66861e-07
Yes	300-400%	Multi-Family with 5+ Units	None	VA	Not Available	0	0	0	0	1	1.75237	5.14649e-19	0
Yes	300-400%	Multi-Family with 5+ Units	None	VA	Owner	1	0	0	0	0	0.171202	8.06772e-20	2.41185e-07
Yes	300-400%	Multi-Family with 5+ Units	None	VA	Renter	1	0	0	0	0	0.797352	1.87795e-19	1.93719e-06
Yes	300-400%	Multi-Family with 5+ Units	None	VT	Not Available	0	0	0	0	1	1.0369	6.12576e-20	0
Yes	300-400%	Multi-Family with 5+ Units	None	VT	Owner	0.918368	0.0673267	0.0117179	0.002587	0	7.80297e-20	4.3905e-58	1.74112e-08
Yes	300-400%	Multi-Family with 5+ Units	None	VT	Renter	0.935112	0	0.0581736	0.00671427	0	0.921687	6.12576e-20	7.45309e-08
Yes	300-400%	Multi-Family with 5+ Units	None	WA	Not Available	0	0	0	0	1	0.43318	86.6229	0
Yes	300-400%	Multi-Family with 5+ Units	None	WA	Owner	1	0	0	0	0	0.0114182	1.61604	2.48507e-07
Yes	300-400%	Multi-Family with 5+ Units	None	WA	Renter	0.980654	0.0193458	0	0	0	0.341205	64.5758	1.55551e-06
Yes	300-400%	Multi-Family with 5+ Units	None	WI	Not Available	0	0	0	0	1	5.9065	9.36246e-19	0
Yes	300-400%	Multi-Family with 5+ Units	None	WI	Owner	0.153265	0.833886	0.01034	0.00250948	0	2.63565e-21	2.28371e-60	3.20928e-07
Yes	300-400%	Multi-Family with 5+ Units	None	WI	Renter	0.699132	0.282889	0.0149755	0.00300321	0	4.89396	9.36246e-19	3.23559e-06
Yes	300-400%	Multi-Family with 5+ Units	None	WV	Not Available	0	0	0	0	1	6.57639e-21	2.10193e-58	0
Yes	300-400%	Multi-Family with 5+ Units	None	WV	Owner	1	0	0	0	0	1.62274e-21	2.10193e-58	9.09242e-09
Yes	300-400%	Multi-Family with 5+ Units	None	WV	Renter	1	0	0	0	0	4.95364e-21	2.10193e-58	7.37562e-08
Yes	300-400%	Multi-Family with 5+ Units	None	WY	Not Available	0	0	0	0	1	1.26669	1.64489e-19	0
Yes	300-400%	Multi-Family with 5+ Units	None	WY	Owner	0.951904	0	0.0394402	0.0086556	0	1.49238e-19	4.25752e-58	1.06738e-08
Yes	300-400%	Multi-Family with 5+ Units	None	WY	Renter	0.927814	0	0.0619991	0.010187	0	1.20002	1.64489e-19	1.59858e-07
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	AK	Not Available	0	0	0	0	1	0.952847	3.4351e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	AK	Owner	0.948327	0	0.0450061	0.00666671	0	0.633384	3.56812e-20	6.40249e-09
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	AK	Renter	0.859462	0.0583192	0.0737613	0.00845776	0	0.524673	1.5777e-19	1.41037e-08
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	AL	Not Available	0	0	0	0	1	1.09696	4.89148e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	AL	Owner	0.930523	0	0.0607795	0.00869736	0	2.58079e-20	1.87498e-59	2.47239e-09
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	AL	Renter	0.960057	0	0.0321372	0.00780622	0	1.02383	4.89148e-19	1.44107e-07
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	AR	Not Available	0	0	0	0	1	0.886932	2.49564e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	AR	Owner	0.933053	0	0.0584765	0.00847067	0	2.76759e-20	3.29832e-59	7.57749e-10
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	AR	Renter	0.953514	0	0.0386451	0.00784042	0	0.886932	2.49564e-19	2.77565e-08
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	AZ	Not Available	0	0	0	0	1	1.08362	1.5966e-18	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	AZ	Owner	0.924268	0	0.067117	0.00861513	0	0.519054	3.19777e-20	3.84783e-08
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	AZ	Renter	0.894793	0	0.0955385	0.0096686	0	0.787148	1.17667e-18	3.48714e-07
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	CA	Not Available	0	0	0	0	1	0.556385	7.12148e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	CA	Owner	0.965943	0	0.0292767	0.00478008	0	0.0181287	9.02262e-21	2.73151e-07
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	CA	Renter	0.865918	0.00196003	0.121279	0.0108422	0	0.441784	5.60853e-19	1.3876e-06
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	CO	Not Available	0	0	0	0	1	0.597031	9.05099e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	CO	Owner	0.916396	0	0.074827	0.00877683	0	0.262854	9.06203e-21	4.45003e-07
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	CO	Renter	0.874696	0	0.115189	0.0101156	0	0.967125	7.33031e-19	2.07819e-06
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	CT	Not Available	0	0	0	0	1	0.3786	1.76642e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	CT	Owner	0.981859	0	0.00800608	0.0101346	0	0.0525417	4.30572e-21	1.24e-07
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	CT	Renter	0.938029	0	0.0372919	0.024679	0	0.283992	1.25791e-19	1.89051e-07
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	DC	Not Available	0	0	0	0	1	0.575262	6.29871e-20	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	DC	Owner	0.966607	0	0.0275249	0.00586828	0	0.035085	3.84801e-21	4.96869e-08
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	DC	Renter	0.957318	0	0.0363683	0.00631388	0	0.326213	3.56983e-20	3.3543e-07
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	DE	Not Available	0	0	0	0	1	1.8569	4.48869e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	DE	Owner	0.942779	0	0.0491628	0.0080578	0	1.01993e-20	2.22414e-58	2.07527e-08
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	DE	Renter	0.926909	0	0.0644846	0.00860642	0	1.3987	4.48869e-19	7.9684e-08
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	FL	Not Available	0	0	0	0	1	1.21526	1.7478e-18	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	FL	Owner	0.880945	0	0.109042	0.0100122	0	0.214888	3.05309e-19	2.65417e-07
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	FL	Renter	0.929595	0	0.0614644	0.00894085	0	0.408081	5.92123e-19	8.72667e-07
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	GA	Not Available	0	0	0	0	1	0.673996	2.1928e-18	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	GA	Owner	0.892755	0	0.09746	0.00978529	0	0.14636	2.86432e-20	2.82172e-08
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	GA	Renter	0.863894	0	0.125819	0.0102868	0	3.4624	1.72021e-18	3.02268e-07
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	HI	Not Available	0	0	0	0	1	0.994008	1.2612e-18	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	HI	Owner	0.942908	0	0.0494278	0.00766399	0	0.535858	2.80622e-19	1.27287e-07
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	HI	Renter	0.8596	0	0.129186	0.0112144	0	0.487622	3.51999e-19	2.13359e-07
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	IA	Not Available	0	0	0	0	1	0.642896	8.64179e-20	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	IA	Owner	0.312721	0.670147	0.0136866	0.00344562	0	7.9584e-21	1.70094e-59	1.5602e-07
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	IA	Renter	0.9175	0	0.0739953	0.00850472	0	0.58617	8.64179e-20	1.00031e-06
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	ID	Not Available	0	0	0	0	1	1.86425	7.02427e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	ID	Owner	0.919688	0	0.0718522	0.00845942	0	6.31267e-20	1.50184e-58	3.65633e-09
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	ID	Renter	0.879423	0	0.110809	0.00976736	0	1.76613	7.02427e-19	3.62247e-08
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	IL	Not Available	0	0	0	0	1	0.403047	5.14398e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	IL	Owner	0.571718	0.335837	0.0779105	0.0145342	0	0.0877683	5.4884e-20	1.58813e-06
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	IL	Renter	0.914392	0.0399459	0.0395632	0.00609858	0	0.524696	2.33233e-19	4.91097e-06
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	IN	Not Available	0	0	0	0	1	1.54995	6.24574e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	IN	Owner	0.182558	0.75864	0.0508596	0.00794318	0	1.72457e-21	9.47212e-60	2.2081e-08
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	IN	Renter	0.709764	0.219352	0.0627815	0.00810204	0	1.28424	6.24574e-19	7.79229e-07
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	KS	Not Available	0	0	0	0	1	1.06451	2.10042e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	KS	Owner	0.29647	0.688488	0.0119311	0.00311055	0	0.474637	5.36344e-20	7.74895e-09
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	KS	Renter	0.923374	0	0.0684755	0.00815038	0	0.480125	5.13983e-20	1.97597e-07
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	KY	Not Available	0	0	0	0	1	0.557133	2.42049e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	KY	Owner	0.931328	0	0.0600133	0.00865854	0	0.373598	7.53751e-21	7.94363e-08
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	KY	Renter	0.960512	0	0.0317197	0.00776835	0	0.42823	1.64159e-19	7.85051e-07
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	LA	Not Available	0	0	0	0	1	1.58252	1.02532e-18	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	LA	Owner	0.932173	0	0.0592716	0.00855532	0	1.27431e-20	9.024e-60	4.05588e-09
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	LA	Renter	0.952897	0	0.0391821	0.00792111	0	1.58252	1.02532e-18	5.09292e-08
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	MA	Not Available	0	0	0	0	1	0.277824	7.17285e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	MA	Owner	0.974856	0	0.0118224	0.0133216	0	0.0324469	3.82172e-21	4.44855e-07
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	MA	Renter	0.918795	0	0.0508281	0.0303765	0	0.240375	6.16392e-19	7.64836e-07
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	MD	Not Available	0	0	0	0	1	0.449179	7.7566e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	MD	Owner	0.937028	0	0.0547626	0.00820977	0	0.0966471	9.94723e-21	1.87455e-07
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	MD	Renter	0.919551	0	0.0716967	0.00875253	0	2.31021	6.09929e-19	1.07756e-06
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	ME	Not Available	0	0	0	0	1	0.248341	7.08484e-20	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	ME	Owner	0.988904	0	0.0045818	0.00651438	0	7.93008e-21	9.1431e-59	5.60513e-08
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	ME	Renter	0.962111	0	0.0217338	0.0161548	0	0.220748	7.08484e-20	3.21416e-07
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	MI	Not Available	0	0	0	0	1	0.851775	1.71857e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	MI	Owner	0.380662	0.554201	0.0544221	0.010715	0	9.36344e-22	2.54404e-60	3.30698e-07
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	MI	Renter	0.86129	0.0932543	0.0390957	0.00636046	0	0.705757	1.71857e-19	3.52139e-06
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	MN	Not Available	0	0	0	0	1	1.65075	5.73295e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	MN	Owner	0.363858	0.613389	0.018414	0.00433943	0	3.37617e-21	3.0802e-60	7.78159e-07
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	MN	Renter	0.906381	0	0.084525	0.009094	0	1.5051	5.73295e-19	4.30056e-06
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	MO	Not Available	0	0	0	0	1	1.99705	6.83211e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	MO	Owner	0.321955	0.64763	0.0256167	0.00479848	0	0.697886	1.07167e-19	3.05863e-08
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	MO	Renter	0.862696	0	0.126487	0.0108171	0	1.09969	2.49202e-19	2.20509e-07
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	MS	Not Available	0	0	0	0	1	1.3752	6.54041e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	MS	Owner	0.895725	0.0217488	0.0734473	0.00907887	0	2.65876e-20	1.69301e-59	1.94211e-09
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	MS	Renter	0.932869	0.0197045	0.0392015	0.00822549	0	1.28352	6.54041e-19	5.34451e-08
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	MT	Not Available	0	0	0	0	1	4.03274	2.81751e-18	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	MT	Owner	0.924936	0	0.0664586	0.00860551	0	8.90958e-20	2.56438e-58	3.00036e-08
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	MT	Renter	0.887219	0	0.102813	0.00996726	0	3.82049	2.81751e-18	2.12997e-07
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	NC	Not Available	0	0	0	0	1	3.57257	8.72164e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	NC	Owner	0.90227	0	0.0880963	0.0096333	0	1.07826e-21	1.30485e-60	2.78771e-08
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	NC	Renter	0.875764	0	0.114078	0.0101579	0	2.69103	8.72164e-19	4.21503e-07
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	ND	Not Available	0	0	0	0	1	0.863806	2.0651e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	ND	Owner	0.293806	0.685586	0.0168512	0.00375682	0	1.33026e-20	6.29066e-59	5.64892e-08
